Gene	Module	kME
381	P1_I1_M1	0.93
385	P1_I1_M1	0.92
386	P1_I1_M6	0.87
387	P1_I1_M1	0.87
388	P1_I1_M1	0.96
389	P1_I1_M4	0.95
390	P1_I1_M2	0.87
391	P1_I1_M4	0.84
393	P1_I1_M1	0.9
395	P1_I1_M2	0.82
396	P1_I1_M1	0.98
399	P1_I1_M1	0.9
400	P1_I1_M1	0.96
401	P1_I1_M1	0.89
403	P1_I1_M1	0.96
404	P1_I1_M1	0.92
408	P1_I1_M1	0.88
409	P1_I1_M1	0.88
410	P1_I1_M1	0.88
411	P1_I1_M1	0.98
413	P1_I1_M1	0.95
414	P1_I1_M1	0.92
415	P1_I1_M3	0.92
418	P1_I1_M4	0.89
419	P1_I1_M1	0.91
420	P1_I1_M4	0.92
421	P1_I1_M1	0.87
422	P1_I1_M5	0.96
423	P1_I1_M1	0.95
424	P1_I1_M1	0.96
425	P1_I1_M1	0.94
426	P1_I1_M4	0.89
428	P1_I1_M2	0.97
429	P1_I1_M4	0.93
431	P1_I1_M4	0.9
432	P1_I1_M1	0.94
434	P1_I1_M2	0.92
435	P1_I1_M1	0.94
436	P1_I1_M3	0.82
437	P1_I1_M1	0.9
438	P1_I1_M1	0.84
439	P1_I1_M1	0.93
440	P1_I1_M1	0.88
442	P1_I1_M1	0.79
443	P1_I1_M1	0.93
444	P1_I1_M1	0.79
446	P1_I1_M1	0.95
447	P1_I1_M4	0.95
448	P1_I1_M1	0.9
449	P1_I1_M1	0.95
450	P1_I1_M1	0.97
454	P1_I1_M1	0.92
456	P1_I1_M1	0.96
457	P1_I1_M1	0.95
458	P1_I1_M3	0.83
459	P1_I1_M1	0.92
460	P1_I1_M1	0.95
461	P1_I1_M1	0.96
462	P1_I1_M1	0.95
463	P1_I1_M1	0.95
464	P1_I1_M1	0.92
465	P1_I1_M1	0.8
467	P1_I1_M1	0.95
469	P1_I1_M1	0.82
470	P1_I1_M1	0.96
471	P1_I1_M1	0.97
476	P1_I1_M1	0.97
478	P1_I1_M1	0.9
479	P1_I1_M5	0.86
480	P1_I1_M1	0.89
481	P1_I1_M1	0.91
482	P1_I1_M1	0.9
483	P1_I1_M1	0.94
486	P1_I1_M1	0.93
487	P1_I1_M1	0.96
488	P1_I1_M1	0.87
489	P1_I1_M1	0.97
490	P1_I1_M1	0.89
491	P1_I1_M1	0.93
492	P1_I1_M3	0.96
493	P1_I1_M1	0.74
494	P1_I1_M1	0.94
495	P1_I1_M1	0.82
496	P1_I1_M1	0.95
497	P1_I1_M5	0.78
499	P1_I1_M1	0.95
500	P1_I1_M1	0.96
502	P1_I1_M1	0.94
503	P1_I1_M1	0.92
504	P1_I1_M4	0.94
505	P1_I1_M3	0.91
506	P1_I1_M1	0.94
508	P1_I1_M5	0.89
509	P1_I1_M5	0.86
510	P1_I1_M1	0.92
511	P1_I1_M1	0.94
512	P1_I1_M1	0.95
513	P1_I1_M1	0.88
514	P1_I1_M1	0.95
517	P1_I1_M1	0.96
518	P1_I1_M1	0.94
519	P1_I1_M1	0.93
521	P1_I1_M2	0.95
523	P1_I1_M1	0.83
525	P1_I1_M1	0.96
526	P1_I1_M1	0.95
528	P1_I1_M5	0.9
532	P1_I1_M1	0.92
533	P1_I1_M1	0.94
535	P1_I1_M2	0.97
536	P1_I1_M1	0.89
537	P1_I1_M5	0.87
538	P1_I1_M1	0.98
539	P1_I1_M1	0.94
547	P1_I1_M1	0.97
548	P1_I1_M1	0.92
550	P1_I1_M1	0.97
552	P1_I1_M4	0.88
554	P1_I1_M1	0.94
557	P1_I1_M1	0.91
558	P1_I1_M1	0.97
559	P1_I1_M1	0.95
560	P1_I1_M1	0.97
561	P1_I1_M5	0.93
564	P1_I1_M1	0.97
565	P1_I1_M1	0.86
567	P1_I1_M1	0.93
568	P1_I1_M1	0.93
569	P1_I1_M1	0.92
570	P1_I1_M1	0.9
572	P1_I1_M2	0.94
576	P1_I1_M1	0.97
578	P1_I1_M1	0.87
579	P1_I1_M1	0.89
581	P1_I1_M1	0.82
583	P1_I1_M1	0.87
584	P1_I1_M1	0.89
585	P1_I1_M1	0.95
586	P1_I1_M4	0.91
587	P1_I1_M1	0.79
589	P1_I1_M5	0.83
591	P1_I1_M1	0.95
592	P1_I1_M1	0.96
593	P1_I1_M5	0.93
595	P1_I1_M1	0.92
596	P1_I1_M1	0.87
598	P1_I1_M1	0.89
599	P1_I1_M2	0.89
602	P1_I1_M1	0.91
605	P1_I1_M1	0.92
606	P1_I1_M1	0.95
608	P1_I1_M1	0.83
609	P1_I1_M1	0.86
610	P1_I1_M1	0.97
611	P1_I1_M1	0.91
613	P1_I1_M4	0.91
614	P1_I1_M1	0.92
617	P1_I1_M1	0.97
618	P1_I1_M3	0.83
620	P1_I1_M1	0.9
621	P1_I1_M2	0.92
622	P1_I1_M1	0.94
623	P1_I1_M1	0.81
624	P1_I1_M1	0.79
625	P1_I1_M1	0.86
626	P1_I1_M1	0.95
628	P1_I1_M1	0.87
629	P1_I1_M1	0.94
630	P1_I1_M1	0.95
631	P1_I1_M1	0.92
632	P1_I1_M1	0.81
633	P1_I1_M1	0.96
634	P1_I1_M1	0.92
635	P1_I1_M3	0.87
636	P1_I1_M1	0.94
637	P1_I1_M1	0.88
638	P1_I1_M1	0.91
639	P1_I1_M1	0.86
640	P1_I1_M1	0.94
641	P1_I1_M1	0.87
642	P1_I1_M1	0.98
643	P1_I1_M1	0.95
644	P1_I1_M1	0.89
645	P1_I1_M1	0.91
646	P1_I1_M1	0.84
647	P1_I1_M1	0.94
648	P1_I1_M1	0.92
650	P1_I1_M5	0.85
651	P1_I1_M1	0.88
652	P1_I1_M1	0.89
653	P1_I1_M2	0.8
654	P1_I1_M1	0.95
655	P1_I1_M1	0.93
656	P1_I1_M1	0.82
657	P1_I1_M4	0.96
658	P1_I1_M1	0.9
659	P1_I1_M1	0.96
662	P1_I1_M1	0.96
664	P1_I1_M1	0.96
665	P1_I1_M1	0.94
668	P1_I1_M6	0.94
669	P1_I1_M5	0.93
671	P1_I1_M1	0.9
672	P1_I1_M1	0.94
673	P1_I1_M1	0.95
675	P1_I1_M1	0.94
677	P1_I1_M1	0.94
678	P1_I1_M1	0.94
679	P1_I1_M1	0.94
680	P1_I1_M1	0.95
681	P1_I1_M1	0.89
683	P1_I1_M1	0.93
684	P1_I1_M1	0.94
686	P1_I1_M1	0.85
687	P1_I1_M3	0.88
688	P1_I1_M1	0.89
689	P1_I1_M3	0.81
690	P1_I1_M1	0.79
692	P1_I1_M1	0.96
693	P1_I1_M1	0.94
694	P1_I1_M1	0.87
696	P1_I1_M1	0.89
698	P1_I1_M1	0.89
699	P1_I1_M1	0.96
700	P1_I1_M1	0.86
701	P1_I1_M1	0.97
702	P1_I1_M5	0.9
703	P1_I1_M1	0.94
706	P1_I1_M1	0.88
708	P1_I1_M1	0.92
709	P1_I1_M1	0.89
710	P1_I1_M1	0.94
711	P1_I1_M5	0.88
713	P1_I1_M1	0.92
714	P1_I1_M1	0.88
716	P1_I1_M2	0.88
717	P1_I1_M2	0.88
718	P1_I1_M1	0.96
719	P1_I1_M1	0.95
722	P1_I1_M5	0.88
723	P1_I1_M1	0.9
724	P1_I1_M1	0.92
725	P1_I1_M1	0.93
726	P1_I1_M4	0.81
727	P1_I1_M2	0.97
729	P1_I1_M1	0.88
730	P1_I1_M1	0.91
731	P1_I1_M1	0.92
735	P1_I1_M2	0.95
736	P1_I1_M1	0.93
737	P1_I1_M1	0.94
738	P1_I1_M1	0.93
739	P1_I1_M1	0.95
740	P1_I1_M1	0.88
741	P1_I1_M4	0.91
744	P1_I1_M2	0.88
746	P1_I1_M1	0.9
748	P1_I1_M4	0.93
750	P1_I1_M2	0.83
751	P1_I1_M1	0.94
752	P1_I1_M1	0.95
753	P1_I1_M1	0.93
754	P1_I1_M1	0.91
755	P1_I1_M1	0.85
758	P1_I1_M3	0.84
759	P1_I1_M2	0.81
760	P1_I1_M2	0.82
762	P1_I1_M1	0.88
764	P1_I1_M2	0.98
766	P1_I1_M1	0.94
767	P1_I1_M1	0.85
771	P1_I1_M4	0.91
772	P1_I1_M4	0.85
774	P1_I1_M1	0.79
775	P1_I1_M1	0.85
777	P1_I1_M1	0.82
778	P1_I1_M1	0.91
779	P1_I1_M1	0.88
780	P1_I1_M1	0.87
781	P1_I1_M1	0.93
782	P1_I1_M6	0.9
785	P1_I1_M1	0.89
788	P1_I1_M2	0.98
789	P1_I1_M2	0.84
790	P1_I1_M1	0.92
793	P1_I1_M1	0.95
794	P1_I1_M1	0.89
795	P1_I1_M1	0.93
797	P1_I1_M1	0.91
798	P1_I1_M1	0.88
799	P1_I1_M1	0.91
804	P1_I1_M1	0.93
805	P1_I1_M1	0.96
806	P1_I1_M1	0.8
807	P1_I1_M2	0.9
808	P1_I1_M5	0.82
809	P1_I1_M1	0.93
811	P1_I1_M1	0.91
812	P1_I1_M5	0.92
813	P1_I1_M1	0.88
814	P1_I1_M1	0.8
816	P1_I1_M1	0.89
817	P1_I1_M1	0.93
819	P1_I1_M1	0.94
820	P1_I1_M1	0.96
827	P1_I1_M1	0.77
829	P1_I1_M3	0.91
830	P1_I1_M1	0.93
832	P1_I1_M1	0.92
833	P1_I1_M1	0.86
835	P1_I1_M1	0.91
836	P1_I1_M1	0.96
838	P1_I1_M1	0.85
839	P1_I1_M1	0.97
841	P1_I1_M1	0.91
842	P1_I1_M1	0.9
843	P1_I1_M1	0.84
844	P1_I1_M6	0.95
845	P1_I1_M1	0.96
847	P1_I1_M2	0.96
849	P1_I1_M5	0.84
850	P1_I1_M1	0.9
851	P1_I1_M1	0.88
852	P1_I1_M1	0.94
854	P1_I1_M1	0.95
855	P1_I1_M1	0.97
856	P1_I1_M1	0.94
857	P1_I1_M1	0.95
858	P1_I1_M1	0.8
859	P1_I1_M1	0.92
861	P1_I1_M1	0.84
862	P1_I1_M1	0.94
863	P1_I1_M1	0.97
867	P1_I1_M1	0.9
868	P1_I1_M1	0.97
869	P1_I1_M1	0.94
870	P1_I1_M1	0.95
871	P1_I1_M1	0.87
872	P1_I1_M1	0.91
873	P1_I1_M1	0.92
874	P1_I1_M1	0.9
875	P1_I1_M1	0.86
878	P1_I1_M1	0.89
879	P1_I1_M1	0.94
880	P1_I1_M1	0.96
887	P1_I1_M1	0.95
888	P1_I1_M1	0.97
891	P1_I1_M1	0.95
892	P1_I1_M4	0.94
893	P1_I1_M1	0.93
894	P1_I1_M1	0.9
895	P1_I1_M1	0.92
896	P1_I1_M3	0.96
900	P1_I1_M1	0.96
901	P1_I1_M1	0.96
902	P1_I1_M1	0.84
905	P1_I1_M1	0.94
911	P1_I1_M1	0.94
913	P1_I1_M1	0.94
914	P1_I1_M1	0.87
918	P1_I1_M2	0.89
919	P1_I1_M1	0.94
920	P1_I1_M1	0.87
921	P1_I1_M1	0.78
922	P1_I1_M1	0.96
923	P1_I1_M1	0.89
924	P1_I1_M1	0.95
925	P1_I1_M1	0.87
927	P1_I1_M1	0.94
928	P1_I1_M1	0.92
930	P1_I1_M1	0.96
931	P1_I1_M1	0.93
932	P1_I1_M1	0.96
933	P1_I1_M1	0.95
934	P1_I1_M1	0.89
935	P1_I1_M1	0.96
936	P1_I1_M1	0.97
938	P1_I1_M3	0.87
939	P1_I1_M1	0.95
940	P1_I1_M1	0.94
941	P1_I1_M1	0.93
945	P1_I1_M1	0.85
948	P1_I1_M1	0.96
949	P1_I1_M3	0.82
951	P1_I1_M6	0.91
952	P1_I1_M1	0.94
953	P1_I1_M1	0.97
954	P1_I1_M1	0.95
955	P1_I1_M2	0.94
956	P1_I1_M1	0.93
958	P1_I1_M1	0.95
959	P1_I1_M1	0.82
960	P1_I1_M1	0.92
964	P1_I1_M1	0.86
965	P1_I1_M1	0.96
966	P1_I1_M1	0.86
968	P1_I1_M1	0.9
971	P1_I1_M1	0.85
972	P1_I1_M2	0.95
973	P1_I1_M1	0.96
981	P1_I1_M1	0.89
982	P1_I1_M1	0.94
984	P1_I1_M1	0.88
985	P1_I1_M4	0.77
986	P1_I1_M1	0.93
987	P1_I1_M1	0.93
989	P1_I1_M1	0.95
990	P1_I1_M1	0.9
991	P1_I1_M3	0.83
995	P1_I1_M5	0.88
996	P1_I1_M1	0.96
998	P1_I1_M1	0.91
999	P1_I1_M1	0.94
1000	P1_I1_M1	0.9
1001	P1_I1_M1	0.79
1002	P1_I1_M5	0.89
1003	P1_I1_M1	0.88
1005	P1_I1_M1	0.82
1006	P1_I1_M1	0.95
1007	P1_I1_M1	0.89
1008	P1_I1_M1	0.91
1009	P1_I1_M1	0.96
1013	P1_I1_M1	0.94
1014	P1_I1_M1	0.94
1015	P1_I1_M1	0.95
1018	P1_I1_M1	0.85
1019	P1_I1_M1	0.94
1020	P1_I1_M5	0.8
1021	P1_I1_M1	0.91
1022	P1_I1_M1	0.99
1023	P1_I1_M1	0.89
1024	P1_I1_M1	0.77
1025	P1_I1_M1	0.95
1026	P1_I1_M1	0.95
1028	P1_I1_M1	0.98
1031	P1_I1_M1	0.9
1033	P1_I1_M1	0.94
1034	P1_I1_M1	0.96
1035	P1_I1_M1	0.89
1036	P1_I1_M1	0.97
1043	P1_I1_M1	0.96
1044	P1_I1_M1	0.95
1045	P1_I1_M5	0.85
1046	P1_I1_M1	0.91
1047	P1_I1_M1	0.88
1048	P1_I1_M1	0.94
1049	P1_I1_M1	0.92
1052	P1_I1_M1	0.87
1053	P1_I1_M3	0.81
1054	P1_I1_M1	0.8
1055	P1_I1_M1	0.95
1056	P1_I1_M1	0.86
1058	P1_I1_M5	0.91
1059	P1_I1_M1	0.81
1064	P1_I1_M2	0.92
1067	P1_I1_M1	0.9
1068	P1_I1_M1	0.93
1069	P1_I1_M1	0.93
1070	P1_I1_M4	0.91
1071	P1_I1_M1	0.93
1072	P1_I1_M2	0.89
1073	P1_I1_M1	0.93
1074	P1_I1_M5	0.82
1075	P1_I1_M1	0.91
1076	P1_I1_M1	0.94
1077	P1_I1_M1	0.92
1078	P1_I1_M1	0.91
1079	P1_I1_M1	0.92
1082	P1_I1_M1	0.9
1083	P1_I1_M1	0.92
1084	P1_I1_M1	0.96
1085	P1_I1_M1	0.94
1086	P1_I1_M1	0.92
1087	P1_I1_M1	0.75
1088	P1_I1_M2	0.83
1089	P1_I1_M1	0.92
1090	P1_I1_M1	0.85
1091	P1_I1_M1	0.97
1092	P1_I1_M1	0.9
1094	P1_I1_M3	0.9
1097	P1_I1_M1	0.88
1098	P1_I1_M1	0.9
1099	P1_I1_M1	0.83
1100	P1_I1_M1	0.84
1101	P1_I1_M1	0.92
1102	P1_I1_M2	0.93
1103	P1_I1_M2	0.98
1104	P1_I1_M1	0.81
1107	P1_I1_M1	0.98
1108	P1_I1_M1	0.93
1111	P1_I1_M1	0.88
1112	P1_I1_M1	0.93
1113	P1_I1_M1	0.95
1114	P1_I1_M1	0.89
1115	P1_I1_M1	0.93
1117	P1_I1_M1	0.95
1118	P1_I1_M1	0.93
1119	P1_I1_M1	0.92
1121	P1_I1_M1	0.77
1122	P1_I1_M1	0.92
1124	P1_I1_M1	0.96
1125	P1_I1_M1	0.94
1129	P1_I1_M3	0.92
1130	P1_I1_M1	0.88
1131	P1_I1_M1	0.96
1134	P1_I1_M1	0.89
1135	P1_I1_M1	0.88
1136	P1_I1_M1	0.96
1137	P1_I1_M1	0.94
1138	P1_I1_M1	0.89
1139	P1_I1_M1	0.92
1141	P1_I1_M1	0.77
1143	P1_I1_M1	0.95
1145	P1_I1_M1	0.88
1147	P1_I1_M1	0.97
1148	P1_I1_M1	0.83
1149	P1_I1_M1	0.97
1150	P1_I1_M1	0.86
1151	P1_I1_M1	0.91
1152	P1_I1_M5	0.87
1155	P1_I1_M1	0.93
1156	P1_I1_M1	0.83
1157	P1_I1_M2	0.84
1158	P1_I1_M1	0.89
1159	P1_I1_M1	0.86
1160	P1_I1_M1	0.8
1162	P1_I1_M1	0.91
1164	P1_I1_M1	0.86
1166	P1_I1_M1	0.91
1167	P1_I1_M2	0.88
1168	P1_I1_M1	0.97
1172	P1_I1_M1	0.83
1174	P1_I1_M1	0.94
1175	P1_I1_M1	0.97
1176	P1_I1_M1	0.91
1177	P1_I1_M1	0.85
1178	P1_I1_M1	0.92
1179	P1_I1_M1	0.94
1181	P1_I1_M1	0.88
1182	P1_I1_M1	0.94
1184	P1_I1_M1	0.8
1186	P1_I1_M1	0.95
1187	P1_I1_M1	0.89
1188	P1_I1_M1	0.95
1190	P1_I1_M5	0.89
1192	P1_I1_M1	0.88
1193	P1_I1_M1	0.86
1195	P1_I1_M1	0.92
1196	P1_I1_M2	0.83
1197	P1_I1_M1	0.9
1198	P1_I1_M1	0.96
1199	P1_I1_M1	0.86
1200	P1_I1_M1	0.93
1201	P1_I1_M1	0.87
1203	P1_I1_M1	0.96
1204	P1_I1_M1	0.94
1205	P1_I1_M1	0.98
1206	P1_I1_M1	0.91
1207	P1_I1_M1	0.94
1209	P1_I1_M1	0.92
1210	P1_I1_M1	0.9
1211	P1_I1_M2	0.83
1212	P1_I1_M1	0.93
1213	P1_I1_M4	0.93
1214	P1_I1_M1	0.96
1216	P1_I1_M1	0.97
1217	P1_I1_M1	0.96
1218	P1_I1_M1	0.91
1219	P1_I1_M1	0.93
1220	P1_I1_M1	0.96
1221	P1_I1_M1	0.95
1222	P1_I1_M1	0.9
1223	P1_I1_M1	0.95
1224	P1_I1_M1	0.96
1225	P1_I1_M1	0.75
1228	P1_I1_M4	0.95
1229	P1_I1_M1	0.96
1230	P1_I1_M1	0.92
1231	P1_I1_M1	0.93
1232	P1_I1_M1	0.83
1233	P1_I1_M1	0.96
1234	P1_I1_M1	0.98
1235	P1_I1_M1	0.95
1236	P1_I1_M1	0.78
1237	P1_I1_M1	0.88
1238	P1_I1_M1	0.82
1239	P1_I1_M1	0.88
1240	P1_I1_M1	0.86
1241	P1_I1_M1	0.93
1242	P1_I1_M1	0.93
1247	P1_I1_M1	0.86
1249	P1_I1_M4	0.84
1251	P1_I1_M6	0.8
1252	P1_I1_M1	0.97
1254	P1_I1_M2	0.96
1255	P1_I1_M2	0.81
1262	P1_I1_M1	0.96
1263	P1_I1_M1	0.88
1265	P1_I1_M1	0.82
1266	P1_I1_M1	0.92
1267	P1_I1_M1	0.94
1268	P1_I1_M1	0.96
1269	P1_I1_M1	0.95
1270	P1_I1_M1	0.79
1271	P1_I1_M1	0.92
1272	P1_I1_M4	0.82
1273	P1_I1_M1	0.92
1274	P1_I1_M1	0.95
1275	P1_I1_M1	0.92
1276	P1_I1_M1	0.94
1277	P1_I1_M2	0.95
1279	P1_I1_M2	0.8
1280	P1_I1_M2	0.95
1283	P1_I1_M1	0.91
1284	P1_I1_M1	0.93
1286	P1_I1_M1	0.97
1287	P1_I1_M1	0.94
1288	P1_I1_M1	0.88
1289	P1_I1_M1	0.95
1291	P1_I1_M1	0.9
1292	P1_I1_M2	0.93
1295	P1_I1_M1	0.89
1296	P1_I1_M1	0.91
1297	P1_I1_M1	0.85
1298	P1_I1_M1	0.95
1300	P1_I1_M1	0.96
1301	P1_I1_M1	0.92
1302	P1_I1_M1	0.96
1303	P1_I1_M1	0.92
1304	P1_I1_M1	0.91
1307	P1_I1_M1	0.89
1309	P1_I1_M1	0.94
1310	P1_I1_M1	0.95
1311	P1_I1_M1	0.91
1312	P1_I1_M1	0.96
1313	P1_I1_M1	0.78
1315	P1_I1_M1	0.88
1318	P1_I1_M1	0.95
1319	P1_I1_M1	0.95
1321	P1_I1_M1	0.92
1325	P1_I1_M1	0.82
1326	P1_I1_M1	0.91
1327	P1_I1_M1	0.95
1329	P1_I1_M1	0.95
1331	P1_I1_M1	0.85
1333	P1_I1_M1	0.97
1335	P1_I1_M1	0.89
1336	P1_I1_M1	0.91
