Gene	Module	kME
163	UNCLASSIFIED	NA
164	P2_I11_M1	0.87
165	P2_I11_M1	0.89
166	P3_I9_M1	0.82
167	P3_I9_M3	0.86
168	P1_I42_M2	0.95
169	P3_I9_M2	0.94
170	P1_I42_M2	0.95
171	UNCLASSIFIED	NA
172	UNCLASSIFIED	NA
173	P2_I11_M2	0.85
174	UNCLASSIFIED	NA
175	P1_I42_M2	0.91
176	UNCLASSIFIED	NA
177	P2_I11_M5	0.86
178	P1_I42_M1	0.9
179	P2_I11_M1	0.91
180	P1_I42_M2	0.96
181	P4_I11_M5	0.82
182	UNCLASSIFIED	NA
183	P10_I3_M2	0.81
184	P1_I42_M2	0.95
185	UNCLASSIFIED	NA
186	UNCLASSIFIED	NA
187	UNCLASSIFIED	NA
188	P4_I11_M1	0.85
189	P6_I6_M4	0.84
190	P2_I11_M1	0.86
191	P4_I11_M9	0.92
192	UNCLASSIFIED	NA
193	UNCLASSIFIED	NA
194	P1_I42_M2	0.84
195	UNCLASSIFIED	NA
196	UNCLASSIFIED	NA
197	P2_I11_M5	0.83
198	P1_I42_M1	0.94
199	UNCLASSIFIED	NA
200	P2_I11_M1	0.83
201	P1_I42_M1	0.96
202	P2_I11_M3	0.86
203	P2_I11_M5	0.8
204	P1_I42_M2	0.95
205	UNCLASSIFIED	NA
206	UNCLASSIFIED	NA
207	P4_I11_M3	0.85
208	UNCLASSIFIED	NA
209	P5_I9_M5	0.9
210	P1_I42_M1	0.92
211	P1_I42_M2	0.94
212	P3_I9_M2	0.9
213	P1_I42_M1	0.96
214	P3_I9_M7	0.82
215	UNCLASSIFIED	NA
216	P1_I42_M1	0.85
217	P2_I11_M1	0.88
218	UNCLASSIFIED	NA
219	UNCLASSIFIED	NA
220	P2_I11_M5	0.89
221	P5_I9_M6	0.91
222	UNCLASSIFIED	NA
223	UNCLASSIFIED	NA
224	UNCLASSIFIED	NA
225	P1_I42_M1	0.88
226	UNCLASSIFIED	NA
227	P1_I42_M1	0.9
228	UNCLASSIFIED	NA
229	P3_I9_M8	0.89
230	P1_I42_M1	0.82
231	UNCLASSIFIED	NA
232	UNCLASSIFIED	NA
233	P1_I42_M1	0.94
234	P3_I9_M2	0.84
235	UNCLASSIFIED	NA
236	UNCLASSIFIED	NA
237	P1_I42_M1	0.85
238	P2_I11_M2	0.86
239	P1_I42_M1	0.96
240	UNCLASSIFIED	NA
241	P2_I11_M2	0.87
242	P1_I42_M1	0.88
243	P1_I42_M2	0.93
244	P1_I42_M1	0.91
245	UNCLASSIFIED	NA
246	UNCLASSIFIED	NA
247	UNCLASSIFIED	NA
248	UNCLASSIFIED	NA
249	P2_I11_M2	0.85
250	P1_I42_M1	0.88
251	P1_I42_M1	0.86
252	P2_I11_M1	0.92
253	UNCLASSIFIED	NA
254	UNCLASSIFIED	NA
255	UNCLASSIFIED	NA
256	P1_I42_M1	0.86
257	P1_I42_M1	0.89
258	UNCLASSIFIED	NA
259	P1_I42_M1	0.88
260	P3_I9_M1	0.86
261	P1_I42_M1	0.96
262	P1_I42_M2	0.93
263	P1_I42_M1	0.86
264	UNCLASSIFIED	NA
265	P2_I11_M4	0.88
266	P4_I11_M1	0.82
267	UNCLASSIFIED	NA
268	UNCLASSIFIED	NA
269	P1_I42_M1	0.9
270	UNCLASSIFIED	NA
271	UNCLASSIFIED	NA
272	P1_I42_M1	0.83
273	P2_I11_M2	0.91
274	UNCLASSIFIED	NA
275	P1_I42_M2	0.93
276	P1_I42_M2	0.84
277	UNCLASSIFIED	NA
278	P2_I11_M3	0.84
279	UNCLASSIFIED	NA
280	P1_I42_M1	0.94
281	UNCLASSIFIED	NA
282	P4_I11_M10	0.82
283	P3_I9_M1	0.81
284	P1_I42_M2	0.95
285	UNCLASSIFIED	NA
286	UNCLASSIFIED	NA
287	UNCLASSIFIED	NA
288	UNCLASSIFIED	NA
289	UNCLASSIFIED	NA
290	UNCLASSIFIED	NA
291	UNCLASSIFIED	NA
292	P2_I11_M4	0.9
293	P4_I11_M4	0.87
294	UNCLASSIFIED	NA
295	UNCLASSIFIED	NA
296	P1_I42_M1	0.87
297	UNCLASSIFIED	NA
298	UNCLASSIFIED	NA
299	P3_I9_M1	0.87
300	P1_I42_M1	0.82
301	P1_I42_M1	0.93
302	P1_I42_M2	0.96
303	P5_I9_M5	0.86
304	UNCLASSIFIED	NA
305	P1_I42_M2	0.93
306	P3_I9_M5	0.86
307	P5_I9_M1	0.84
308	P2_I11_M1	0.81
309	P2_I11_M4	0.83
310	P1_I42_M2	0.92
311	UNCLASSIFIED	NA
312	P1_I42_M2	0.96
313	P2_I11_M1	0.95
314	P3_I9_M1	0.9
315	P2_I11_M2	0.91
316	P1_I42_M2	0.89
317	P1_I42_M2	0.91
318	P2_I11_M3	0.91
319	UNCLASSIFIED	NA
320	P1_I42_M1	0.89
321	UNCLASSIFIED	NA
322	P3_I9_M7	0.9
323	P6_I6_M3	0.85
324	UNCLASSIFIED	NA
325	P1_I42_M2	0.92
326	P6_I6_M9	0.87
327	P1_I42_M1	0.9
328	P1_I42_M2	0.9
329	UNCLASSIFIED	NA
330	P3_I9_M7	0.86
331	UNCLASSIFIED	NA
332	P2_I11_M4	0.83
333	UNCLASSIFIED	NA
334	P3_I9_M6	0.94
335	UNCLASSIFIED	NA
336	UNCLASSIFIED	NA
337	UNCLASSIFIED	NA
338	UNCLASSIFIED	NA
339	P5_I9_M5	0.87
340	UNCLASSIFIED	NA
341	UNCLASSIFIED	NA
342	UNCLASSIFIED	NA
343	UNCLASSIFIED	NA
344	UNCLASSIFIED	NA
345	P1_I42_M2	0.92
346	P4_I11_M7	0.95
347	P1_I42_M1	0.95
348	UNCLASSIFIED	NA
349	P1_I42_M2	0.97
350	P1_I42_M2	0.93
351	P2_I11_M2	0.83
352	P1_I42_M1	0.9
353	P2_I11_M1	0.85
354	UNCLASSIFIED	NA
355	UNCLASSIFIED	NA
356	P1_I42_M2	0.85
357	P2_I11_M4	0.84
358	P6_I6_M3	0.87
359	P1_I42_M1	0.88
360	P9_I4_M1	0.87
361	P2_I11_M3	0.9
362	UNCLASSIFIED	NA
363	P2_I11_M4	0.91
364	P1_I42_M2	0.87
365	P1_I42_M2	0.85
366	P1_I42_M2	0.92
367	P4_I11_M4	0.83
368	P1_I42_M2	0.88
369	UNCLASSIFIED	NA
370	P1_I42_M2	0.86
371	UNCLASSIFIED	NA
372	UNCLASSIFIED	NA
373	P4_I11_M5	0.87
374	UNCLASSIFIED	NA
375	P1_I42_M2	0.93
376	P1_I42_M2	0.9
377	P1_I42_M2	0.86
378	P1_I42_M2	0.91
379	P1_I42_M2	0.95
380	UNCLASSIFIED	NA
381	P1_I42_M2	0.95
382	UNCLASSIFIED	NA
383	P4_I11_M10	0.87
384	UNCLASSIFIED	NA
385	P1_I42_M2	0.93
386	UNCLASSIFIED	NA
387	P5_I9_M3	0.87
388	P1_I42_M2	0.87
389	P1_I42_M2	0.95
390	UNCLASSIFIED	NA
391	P1_I42_M2	0.88
392	UNCLASSIFIED	NA
393	P1_I42_M2	0.9
394	UNCLASSIFIED	NA
395	P2_I11_M5	0.86
396	P3_I9_M4	0.94
397	P13_I3_M2	0.85
398	UNCLASSIFIED	NA
399	P1_I42_M1	0.89
400	P1_I42_M1	0.94
401	P3_I9_M1	0.86
402	UNCLASSIFIED	NA
403	P5_I9_M3	0.91
404	P1_I42_M2	0.86
405	UNCLASSIFIED	NA
406	UNCLASSIFIED	NA
407	P4_I11_M5	0.89
408	P3_I9_M5	0.92
409	P2_I11_M4	0.88
410	P13_I3_M1	0.83
411	P1_I42_M1	0.91
412	UNCLASSIFIED	NA
413	P1_I42_M2	0.96
414	P1_I42_M2	0.93
415	P3_I9_M1	0.81
416	UNCLASSIFIED	NA
417	UNCLASSIFIED	NA
418	P2_I11_M4	0.88
419	P1_I42_M1	0.86
420	P1_I42_M1	0.85
421	P10_I3_M1	0.83
422	UNCLASSIFIED	NA
423	P1_I42_M1	0.93
424	P1_I42_M1	0.9
425	P1_I42_M2	0.85
426	P1_I42_M2	0.9
427	UNCLASSIFIED	NA
428	UNCLASSIFIED	NA
429	P1_I42_M2	0.94
430	UNCLASSIFIED	NA
431	P1_I42_M2	0.85
432	P2_I11_M3	0.86
433	UNCLASSIFIED	NA
434	P2_I11_M5	0.86
435	P1_I42_M2	0.92
436	P2_I11_M5	0.87
437	P2_I11_M1	0.87
438	P3_I9_M2	0.89
439	P1_I42_M2	0.87
440	P1_I42_M2	0.88
441	UNCLASSIFIED	NA
442	UNCLASSIFIED	NA
443	P1_I42_M2	0.93
444	P1_I42_M2	0.83
445	UNCLASSIFIED	NA
446	P4_I11_M3	0.81
447	P1_I42_M2	0.92
448	P4_I11_M4	0.85
449	P1_I42_M1	0.9
450	P1_I42_M1	0.92
451	UNCLASSIFIED	NA
452	UNCLASSIFIED	NA
453	UNCLASSIFIED	NA
454	P1_I42_M1	0.94
455	UNCLASSIFIED	NA
456	P2_I11_M4	0.92
457	P1_I42_M2	0.97
458	P4_I11_M15	0.91
459	P1_I42_M1	0.9
460	P1_I42_M2	0.94
461	P1_I42_M2	0.95
462	P1_I42_M2	0.94
463	P2_I11_M1	0.91
464	P2_I11_M1	0.84
465	P5_I9_M1	0.89
466	P2_I11_M5	0.93
467	P4_I11_M13	0.85
468	P5_I9_M2	0.84
469	P1_I42_M1	0.85
470	P2_I11_M2	0.93
471	P2_I11_M3	0.92
472	UNCLASSIFIED	NA
473	UNCLASSIFIED	NA
474	UNCLASSIFIED	NA
475	P1_I42_M1	0.86
476	P1_I42_M1	0.94
477	UNCLASSIFIED	NA
478	P2_I11_M3	0.91
479	P2_I11_M5	0.94
480	P1_I42_M1	0.9
481	P3_I9_M6	0.86
482	P5_I9_M2	0.92
483	P1_I42_M1	0.95
484	UNCLASSIFIED	NA
485	P2_I11_M5	0.84
486	P1_I42_M1	0.93
487	P1_I42_M1	0.91
488	P2_I11_M4	0.87
489	P2_I11_M2	0.94
490	P5_I9_M8	0.89
491	P1_I42_M1	0.84
492	P3_I9_M8	0.86
493	P4_I11_M3	0.85
494	P1_I42_M1	0.92
495	P1_I42_M2	0.89
496	P1_I42_M1	0.92
497	UNCLASSIFIED	NA
498	UNCLASSIFIED	NA
499	P1_I42_M1	0.95
500	P1_I42_M2	0.9
501	UNCLASSIFIED	NA
502	P1_I42_M1	0.84
503	P3_I9_M5	0.83
504	P2_I11_M4	0.82
505	P4_I11_M14	0.85
506	P1_I42_M1	0.96
507	UNCLASSIFIED	NA
508	P8_I3_M2	0.81
509	P4_I11_M10	0.87
510	P1_I42_M2	0.93
511	P4_I11_M6	0.85
512	P2_I11_M2	0.86
513	UNCLASSIFIED	NA
514	P1_I42_M2	0.88
515	UNCLASSIFIED	NA
516	P11_I2_M1	0.85
517	P2_I11_M1	0.86
518	P1_I42_M2	0.92
519	P1_I42_M2	0.89
520	P2_I11_M5	0.88
521	UNCLASSIFIED	NA
522	UNCLASSIFIED	NA
523	UNCLASSIFIED	NA
524	UNCLASSIFIED	NA
525	P1_I42_M1	0.94
526	P1_I42_M2	0.9
527	UNCLASSIFIED	NA
528	P2_I11_M5	0.92
529	UNCLASSIFIED	NA
530	UNCLASSIFIED	NA
531	UNCLASSIFIED	NA
532	P2_I11_M1	0.88
533	P1_I42_M2	0.88
534	UNCLASSIFIED	NA
535	UNCLASSIFIED	NA
536	P1_I42_M2	0.95
537	UNCLASSIFIED	NA
538	P1_I42_M1	0.97
539	P1_I42_M1	0.94
540	UNCLASSIFIED	NA
541	UNCLASSIFIED	NA
542	UNCLASSIFIED	NA
543	UNCLASSIFIED	NA
544	UNCLASSIFIED	NA
545	UNCLASSIFIED	NA
546	UNCLASSIFIED	NA
547	P1_I42_M2	0.89
548	P1_I42_M2	0.87
549	UNCLASSIFIED	NA
550	P1_I42_M1	0.87
551	P3_I9_M9	0.95
552	P1_I42_M2	0.86
553	UNCLASSIFIED	NA
554	P1_I42_M2	0.95
555	UNCLASSIFIED	NA
556	UNCLASSIFIED	NA
557	P6_I6_M4	0.86
558	P1_I42_M2	0.93
559	P1_I42_M1	0.91
560	P1_I42_M1	0.96
561	P3_I9_M7	0.86
562	P3_I9_M8	0.87
563	UNCLASSIFIED	NA
564	P3_I9_M5	0.91
565	UNCLASSIFIED	NA
566	P2_I11_M5	0.83
567	P1_I42_M1	0.91
568	UNCLASSIFIED	NA
569	P4_I11_M3	0.89
570	P1_I42_M1	0.96
571	UNCLASSIFIED	NA
572	P6_I6_M7	0.82
573	UNCLASSIFIED	NA
574	UNCLASSIFIED	NA
575	UNCLASSIFIED	NA
576	P1_I42_M2	0.97
577	UNCLASSIFIED	NA
578	P1_I42_M1	0.93
579	P1_I42_M1	0.81
580	UNCLASSIFIED	NA
581	P5_I9_M5	0.86
582	P3_I9_M2	0.92
583	P3_I9_M2	0.85
584	P1_I42_M1	0.92
585	P1_I42_M2	0.9
586	P4_I11_M5	0.88
587	UNCLASSIFIED	NA
588	UNCLASSIFIED	NA
589	P4_I11_M12	0.92
590	UNCLASSIFIED	NA
591	P2_I11_M2	0.82
592	P2_I11_M3	0.84
593	P2_I11_M5	0.88
594	UNCLASSIFIED	NA
595	P1_I42_M1	0.91
596	P2_I11_M4	0.86
597	UNCLASSIFIED	NA
598	P1_I42_M1	0.87
599	UNCLASSIFIED	NA
600	P2_I11_M5	0.87
601	UNCLASSIFIED	NA
602	P3_I9_M3	0.91
603	UNCLASSIFIED	NA
604	UNCLASSIFIED	NA
605	P1_I42_M2	0.9
606	P1_I42_M1	0.9
607	UNCLASSIFIED	NA
608	P1_I42_M2	0.94
609	P5_I9_M3	0.82
610	P3_I9_M5	0.93
611	P1_I42_M2	0.86
612	UNCLASSIFIED	NA
613	P1_I42_M1	0.93
614	P1_I42_M2	0.86
615	UNCLASSIFIED	NA
616	P4_I11_M1	0.82
617	P1_I42_M1	0.95
618	P3_I9_M8	0.84
619	UNCLASSIFIED	NA
620	P1_I42_M2	0.84
621	UNCLASSIFIED	NA
622	P1_I42_M1	0.93
623	P1_I42_M2	0.94
624	P2_I11_M1	0.86
625	P3_I9_M2	0.84
626	P1_I42_M1	0.86
627	UNCLASSIFIED	NA
628	P1_I42_M2	0.9
629	P1_I42_M1	0.94
630	P1_I42_M2	0.88
631	P2_I11_M1	0.91
632	P2_I11_M1	0.9
633	P2_I11_M1	0.83
634	P1_I42_M2	0.86
635	P6_I6_M8	0.81
636	P1_I42_M1	0.94
637	UNCLASSIFIED	NA
638	P1_I42_M2	0.92
639	P1_I42_M2	0.93
640	P1_I42_M1	0.96
641	P3_I9_M5	0.82
642	P2_I11_M2	0.9
643	P2_I11_M1	0.95
644	P1_I42_M2	0.87
645	P3_I9_M1	0.94
646	P1_I42_M2	0.93
647	P1_I42_M2	0.94
648	P1_I42_M2	0.95
649	UNCLASSIFIED	NA
650	UNCLASSIFIED	NA
651	P1_I42_M1	0.85
652	P2_I11_M1	0.86
653	UNCLASSIFIED	NA
654	P6_I6_M5	0.87
655	P1_I42_M2	0.94
656	UNCLASSIFIED	NA
657	P1_I42_M2	0.92
658	P1_I42_M2	0.96
659	P2_I11_M1	0.93
660	UNCLASSIFIED	NA
661	P8_I3_M1	0.8
662	P2_I11_M3	0.96
663	P2_I11_M5	0.87
664	P2_I11_M1	0.87
665	P1_I42_M1	0.93
666	UNCLASSIFIED	NA
667	UNCLASSIFIED	NA
668	P5_I9_M11	0.88
669	P2_I11_M5	0.86
670	UNCLASSIFIED	NA
671	P1_I42_M1	0.95
672	P1_I42_M1	0.87
673	P1_I42_M2	0.91
674	P2_I11_M4	0.83
675	P1_I42_M2	0.96
676	UNCLASSIFIED	NA
677	P1_I42_M1	0.93
678	P1_I42_M2	0.92
679	P1_I42_M1	0.92
680	P2_I11_M1	0.88
681	P3_I9_M3	0.82
682	UNCLASSIFIED	NA
683	P1_I42_M2	0.91
684	P1_I42_M1	0.91
685	UNCLASSIFIED	NA
686	UNCLASSIFIED	NA
687	UNCLASSIFIED	NA
688	P1_I42_M1	0.82
689	UNCLASSIFIED	NA
690	P3_I9_M1	0.82
691	UNCLASSIFIED	NA
692	P1_I42_M1	0.91
693	P1_I42_M1	0.86
694	P2_I11_M3	0.91
695	P6_I6_M1	0.83
696	P6_I6_M6	0.91
697	UNCLASSIFIED	NA
698	P1_I42_M2	0.89
699	P1_I42_M1	0.96
700	P1_I42_M1	0.92
701	P1_I42_M1	0.95
702	P4_I11_M11	0.84
703	P1_I42_M1	0.9
704	P3_I9_M4	0.87
705	UNCLASSIFIED	NA
706	P3_I9_M6	0.89
707	UNCLASSIFIED	NA
708	P3_I9_M2	0.93
709	P1_I42_M2	0.9
710	P2_I11_M4	0.82
711	P2_I11_M5	0.88
712	UNCLASSIFIED	NA
713	P4_I11_M13	0.83
714	P1_I42_M1	0.94
715	UNCLASSIFIED	NA
716	UNCLASSIFIED	NA
717	UNCLASSIFIED	NA
718	P1_I42_M2	0.87
719	P1_I42_M2	0.92
720	UNCLASSIFIED	NA
721	UNCLASSIFIED	NA
722	UNCLASSIFIED	NA
723	P4_I11_M3	0.81
724	P1_I42_M2	0.91
725	P1_I42_M2	0.96
726	P2_I11_M5	0.92
727	UNCLASSIFIED	NA
728	UNCLASSIFIED	NA
729	P3_I9_M4	0.87
730	P2_I11_M4	0.88
731	P2_I11_M1	0.86
732	UNCLASSIFIED	NA
733	UNCLASSIFIED	NA
734	P4_I11_M9	0.82
735	UNCLASSIFIED	NA
736	P2_I11_M1	0.91
737	P1_I42_M2	0.92
738	P1_I42_M2	0.9
739	P1_I42_M2	0.85
740	P1_I42_M2	0.93
741	P1_I42_M2	0.89
742	UNCLASSIFIED	NA
743	UNCLASSIFIED	NA
744	UNCLASSIFIED	NA
745	UNCLASSIFIED	NA
746	P1_I42_M2	0.91
747	UNCLASSIFIED	NA
748	P1_I42_M1	0.84
749	UNCLASSIFIED	NA
750	P2_I11_M5	0.81
751	P1_I42_M2	0.94
752	P1_I42_M2	0.94
753	P1_I42_M2	0.91
754	P2_I11_M1	0.83
755	UNCLASSIFIED	NA
756	P5_I9_M5	0.87
757	UNCLASSIFIED	NA
758	P5_I9_M6	0.83
759	UNCLASSIFIED	NA
760	UNCLASSIFIED	NA
761	UNCLASSIFIED	NA
762	P1_I42_M2	0.9
763	UNCLASSIFIED	NA
764	UNCLASSIFIED	NA
765	UNCLASSIFIED	NA
766	P1_I42_M2	0.95
767	P1_I42_M2	0.91
768	UNCLASSIFIED	NA
769	UNCLASSIFIED	NA
770	P1_I42_M2	0.87
771	P1_I42_M2	0.87
772	P1_I42_M2	0.88
773	UNCLASSIFIED	NA
774	P2_I11_M1	0.82
775	P1_I42_M2	0.88
776	UNCLASSIFIED	NA
777	P2_I11_M1	0.9
778	P1_I42_M2	0.91
779	P4_I11_M6	0.94
780	P1_I42_M2	0.87
781	P3_I9_M1	0.81
782	P5_I9_M11	0.89
783	P4_I11_M15	0.82
784	UNCLASSIFIED	NA
785	P3_I9_M4	0.89
786	P2_I11_M4	0.88
787	UNCLASSIFIED	NA
788	P3_I9_M9	0.83
789	UNCLASSIFIED	NA
790	P1_I42_M2	0.92
791	UNCLASSIFIED	NA
792	UNCLASSIFIED	NA
793	P1_I42_M2	0.86
794	P1_I42_M2	0.88
795	P1_I42_M2	0.97
796	UNCLASSIFIED	NA
797	P3_I9_M4	0.89
798	P2_I11_M1	0.81
799	P1_I42_M2	0.88
800	UNCLASSIFIED	NA
801	UNCLASSIFIED	NA
802	UNCLASSIFIED	NA
803	UNCLASSIFIED	NA
804	P3_I9_M5	0.9
805	P3_I9_M5	0.89
806	UNCLASSIFIED	NA
807	UNCLASSIFIED	NA
808	UNCLASSIFIED	NA
809	P1_I42_M1	0.92
810	UNCLASSIFIED	NA
811	P1_I42_M1	0.9
812	UNCLASSIFIED	NA
813	P1_I42_M1	0.93
814	UNCLASSIFIED	NA
815	P6_I6_M1	0.85
816	P1_I42_M1	0.8
817	P2_I11_M3	0.88
818	UNCLASSIFIED	NA
819	P1_I42_M1	0.86
820	P2_I11_M1	0.88
821	UNCLASSIFIED	NA
822	UNCLASSIFIED	NA
823	UNCLASSIFIED	NA
824	P3_I9_M1	0.81
825	UNCLASSIFIED	NA
826	UNCLASSIFIED	NA
827	UNCLASSIFIED	NA
828	UNCLASSIFIED	NA
829	P1_I42_M1	0.87
830	P1_I42_M2	0.94
831	P10_I3_M2	0.83
832	P1_I42_M2	0.91
833	P5_I9_M5	0.86
834	UNCLASSIFIED	NA
835	P1_I42_M2	0.92
836	P1_I42_M1	0.89
837	P6_I6_M9	0.81
838	P1_I42_M2	0.89
839	P3_I9_M6	0.85
840	UNCLASSIFIED	NA
841	P1_I42_M1	0.87
842	P1_I42_M2	0.92
843	P1_I42_M2	0.86
844	P3_I9_M1	0.82
845	P5_I9_M3	0.87
846	UNCLASSIFIED	NA
847	UNCLASSIFIED	NA
848	P2_I11_M3	0.89
849	P5_I9_M5	0.82
850	P2_I11_M4	0.88
851	P1_I42_M1	0.82
852	P3_I9_M6	0.81
853	UNCLASSIFIED	NA
854	P3_I9_M5	0.84
855	P2_I11_M2	0.88
856	P2_I11_M1	0.94
857	P4_I11_M7	0.83
858	P13_I3_M1	0.83
859	P1_I42_M1	0.85
860	P4_I11_M12	0.9
861	P5_I9_M2	0.89
862	P1_I42_M1	0.95
863	P1_I42_M1	0.93
864	UNCLASSIFIED	NA
865	UNCLASSIFIED	NA
866	P1_I42_M2	0.88
867	P3_I9_M5	0.87
868	P1_I42_M2	0.94
869	P2_I11_M1	0.93
870	P1_I42_M1	0.83
871	UNCLASSIFIED	NA
872	P1_I42_M1	0.93
873	P1_I42_M1	0.86
874	P2_I11_M4	0.93
875	P5_I9_M4	0.85
876	P8_I3_M2	0.83
877	UNCLASSIFIED	NA
878	P1_I42_M1	0.84
879	P1_I42_M2	0.9
880	P1_I42_M1	0.89
881	UNCLASSIFIED	NA
882	P2_I11_M5	0.86
883	UNCLASSIFIED	NA
884	P2_I11_M4	0.85
885	UNCLASSIFIED	NA
886	UNCLASSIFIED	NA
887	P1_I42_M1	0.94
888	P2_I11_M2	0.91
889	UNCLASSIFIED	NA
890	UNCLASSIFIED	NA
891	P1_I42_M2	0.89
892	P1_I42_M2	0.94
893	P1_I42_M1	0.93
894	P1_I42_M1	0.93
895	P1_I42_M2	0.9
896	P2_I11_M3	0.81
897	UNCLASSIFIED	NA
898	UNCLASSIFIED	NA
899	UNCLASSIFIED	NA
900	P2_I11_M2	0.94
901	P1_I42_M1	0.91
902	P1_I42_M2	0.89
903	UNCLASSIFIED	NA
904	UNCLASSIFIED	NA
905	P3_I9_M6	0.86
906	UNCLASSIFIED	NA
907	UNCLASSIFIED	NA
908	UNCLASSIFIED	NA
909	UNCLASSIFIED	NA
