Gene	Module	kME
381	P1_I1_M2	0.94
385	P1_I1_M2	0.93
387	P1_I1_M3	0.84
388	P1_I1_M2	0.87
389	P1_I1_M2	0.96
391	P1_I1_M2	0.88
393	P1_I1_M2	0.91
395	P1_I1_M5	0.85
396	P1_I1_M3	0.91
399	P1_I1_M2	0.91
400	P1_I1_M1	0.93
403	P1_I1_M3	0.83
404	P1_I1_M2	0.86
408	P1_I1_M2	0.87
409	P1_I1_M2	0.84
411	P1_I1_M1	0.88
413	P1_I1_M2	0.95
414	P1_I1_M2	0.93
418	P1_I1_M1	0.82
419	P1_I1_M2	0.88
420	P1_I1_M1	0.81
421	P1_I1_M2	0.81
423	P1_I1_M1	0.89
424	P1_I1_M2	0.94
425	P1_I1_M2	0.85
426	P1_I1_M2	0.9
429	P1_I1_M2	0.94
431	P1_I1_M2	0.84
432	P1_I1_M1	0.78
434	P1_I1_M5	0.85
435	P1_I1_M2	0.93
436	P1_I1_M5	0.88
437	P1_I1_M2	0.79
438	P1_I1_M4	0.85
439	P1_I1_M2	0.86
440	P1_I1_M2	0.88
442	P1_I1_M2	0.81
443	P1_I1_M2	0.93
444	P1_I1_M2	0.82
447	P1_I1_M2	0.92
448	P1_I1_M4	0.88
449	P1_I1_M1	0.88
450	P1_I1_M1	0.89
454	P1_I1_M1	0.95
457	P1_I1_M2	0.97
459	P1_I1_M1	0.87
460	P1_I1_M2	0.94
461	P1_I1_M2	0.95
462	P1_I1_M2	0.94
463	P1_I1_M3	0.82
464	P1_I1_M4	0.93
466	P1_I1_M5	0.92
468	P1_I1_M1	0.81
469	P1_I1_M1	0.86
470	P1_I1_M1	0.89
471	P1_I1_M1	0.85
475	P1_I1_M1	0.85
476	P1_I1_M1	0.91
478	P1_I1_M1	0.68
479	P1_I1_M5	0.93
480	P1_I1_M1	0.91
481	P1_I1_M1	0.82
483	P1_I1_M1	0.92
486	P1_I1_M1	0.9
487	P1_I1_M1	0.91
488	P1_I1_M2	0.84
489	P1_I1_M1	0.92
491	P1_I1_M2	0.87
492	P1_I1_M1	0.76
493	P1_I1_M4	0.79
494	P1_I1_M1	0.91
495	P1_I1_M2	0.88
496	P1_I1_M1	0.9
499	P1_I1_M1	0.95
500	P1_I1_M2	0.91
502	P1_I1_M1	0.85
506	P1_I1_M1	0.95
508	P1_I1_M5	0.82
510	P1_I1_M2	0.93
512	P1_I1_M1	0.83
514	P1_I1_M2	0.88
516	P1_I1_M1	0.84
518	P1_I1_M2	0.93
519	P1_I1_M2	0.88
520	P1_I1_M5	0.89
525	P1_I1_M1	0.93
526	P1_I1_M2	0.9
528	P1_I1_M5	0.92
532	P1_I1_M2	0.79
533	P1_I1_M2	0.87
536	P1_I1_M2	0.94
538	P1_I1_M1	0.95
539	P1_I1_M1	0.93
547	P1_I1_M2	0.9
548	P1_I1_M2	0.87
550	P1_I1_M2	0.9
551	P1_I1_M10	0.95
552	P1_I1_M2	0.85
554	P1_I1_M2	0.96
558	P1_I1_M2	0.94
559	P1_I1_M1	0.88
560	P1_I1_M1	0.96
562	P1_I1_M8	0.87
564	P1_I1_M3	0.89
566	P1_I1_M5	0.83
567	P1_I1_M1	0.88
570	P1_I1_M1	0.94
572	P1_I1_M1	0.63
576	P1_I1_M2	0.97
578	P1_I1_M1	0.91
579	P1_I1_M1	0.85
582	P1_I1_M4	0.86
583	P1_I1_M4	0.85
584	P1_I1_M1	0.89
585	P1_I1_M2	0.9
591	P1_I1_M3	0.91
592	P1_I1_M1	0.91
593	P1_I1_M5	0.87
595	P1_I1_M1	0.87
598	P1_I1_M1	0.86
600	P1_I1_M5	0.86
602	P1_I1_M6	0.91
605	P1_I1_M2	0.91
606	P1_I1_M2	0.91
608	P1_I1_M2	0.94
610	P1_I1_M3	0.92
611	P1_I1_M2	0.86
613	P1_I1_M1	0.91
614	P1_I1_M2	0.86
617	P1_I1_M1	0.93
620	P1_I1_M2	0.85
622	P1_I1_M1	0.9
623	P1_I1_M2	0.94
624	P1_I1_M2	0.81
625	P1_I1_M4	0.87
626	P1_I1_M1	0.85
628	P1_I1_M2	0.9
629	P1_I1_M1	0.92
630	P1_I1_M2	0.89
632	P1_I1_M2	0.79
633	P1_I1_M3	0.82
634	P1_I1_M2	0.86
636	P1_I1_M1	0.92
638	P1_I1_M2	0.92
639	P1_I1_M2	0.93
640	P1_I1_M1	0.93
641	P1_I1_M2	0.86
642	P1_I1_M3	0.9
643	P1_I1_M4	0.94
644	P1_I1_M2	0.87
645	P1_I1_M2	0.83
646	P1_I1_M2	0.93
647	P1_I1_M2	0.94
648	P1_I1_M2	0.94
651	P1_I1_M1	0.8
655	P1_I1_M2	0.94
657	P1_I1_M2	0.91
658	P1_I1_M2	0.95
659	P1_I1_M2	0.81
662	P1_I1_M1	0.85
663	P1_I1_M5	0.86
664	P1_I1_M2	0.79
665	P1_I1_M1	0.9
669	P1_I1_M5	0.88
671	P1_I1_M1	0.93
672	P1_I1_M1	0.88
673	P1_I1_M2	0.92
674	P1_I1_M2	0.84
675	P1_I1_M2	0.96
677	P1_I1_M1	0.93
678	P1_I1_M2	0.92
679	P1_I1_M1	0.89
680	P1_I1_M4	0.88
683	P1_I1_M2	0.91
684	P1_I1_M1	0.92
688	P1_I1_M1	0.83
692	P1_I1_M1	0.91
693	P1_I1_M1	0.87
694	P1_I1_M1	0.82
696	P1_I1_M1	0.79
698	P1_I1_M2	0.89
699	P1_I1_M1	0.95
700	P1_I1_M1	0.92
701	P1_I1_M1	0.92
702	P1_I1_M5	0.79
703	P1_I1_M1	0.88
706	P1_I1_M1	0.73
708	P1_I1_M4	0.89
709	P1_I1_M2	0.91
710	P1_I1_M2	0.86
711	P1_I1_M5	0.88
713	P1_I1_M1	0.7
714	P1_I1_M1	0.94
718	P1_I1_M2	0.87
719	P1_I1_M2	0.93
723	P1_I1_M4	0.82
724	P1_I1_M2	0.91
725	P1_I1_M2	0.96
726	P1_I1_M5	0.92
730	P1_I1_M2	0.82
731	P1_I1_M4	0.89
736	P1_I1_M4	0.93
737	P1_I1_M2	0.92
738	P1_I1_M2	0.9
739	P1_I1_M2	0.85
740	P1_I1_M2	0.92
741	P1_I1_M2	0.88
746	P1_I1_M2	0.9
748	P1_I1_M2	0.86
751	P1_I1_M2	0.94
752	P1_I1_M2	0.93
753	P1_I1_M2	0.91
758	P1_I1_M5	0.83
762	P1_I1_M2	0.9
766	P1_I1_M2	0.95
767	P1_I1_M2	0.91
770	P1_I1_M2	0.87
771	P1_I1_M2	0.87
772	P1_I1_M2	0.88
774	P1_I1_M2	0.82
775	P1_I1_M2	0.88
777	P1_I1_M4	0.88
778	P1_I1_M2	0.91
779	P1_I1_M5	0.8
780	P1_I1_M2	0.88
786	P1_I1_M2	0.82
788	P1_I1_M10	0.83
790	P1_I1_M2	0.92
793	P1_I1_M2	0.86
794	P1_I1_M2	0.89
795	P1_I1_M2	0.97
798	P1_I1_M4	0.94
799	P1_I1_M2	0.89
805	P1_I1_M2	0.87
809	P1_I1_M1	0.93
811	P1_I1_M1	0.89
813	P1_I1_M1	0.93
815	P1_I1_M9	0.85
816	P1_I1_M1	0.84
817	P1_I1_M1	0.82
819	P1_I1_M1	0.88
820	P1_I1_M3	0.93
829	P1_I1_M1	0.88
830	P1_I1_M2	0.95
832	P1_I1_M2	0.9
835	P1_I1_M2	0.92
836	P1_I1_M1	0.88
837	P1_I1_M7	0.82
838	P1_I1_M2	0.89
841	P1_I1_M2	0.88
842	P1_I1_M2	0.91
843	P1_I1_M2	0.86
848	P1_I1_M1	0.81
850	P1_I1_M1	0.81
851	P1_I1_M2	0.85
854	P1_I1_M2	0.84
855	P1_I1_M3	0.83
856	P1_I1_M4	0.9
859	P1_I1_M1	0.87
861	P1_I1_M1	0.81
862	P1_I1_M1	0.94
863	P1_I1_M1	0.92
866	P1_I1_M2	0.88
867	P1_I1_M3	0.84
868	P1_I1_M2	0.95
869	P1_I1_M2	0.8
870	P1_I1_M1	0.87
872	P1_I1_M1	0.92
873	P1_I1_M1	0.89
874	P1_I1_M2	0.81
875	P1_I1_M1	0.6
876	P1_I1_M5	0.82
878	P1_I1_M1	0.82
879	P1_I1_M2	0.91
880	P1_I1_M1	0.92
882	P1_I1_M5	0.86
884	P1_I1_M1	0.78
887	P1_I1_M1	0.94
888	P1_I1_M1	0.8
891	P1_I1_M2	0.89
892	P1_I1_M2	0.94
893	P1_I1_M1	0.92
894	P1_I1_M1	0.93
895	P1_I1_M2	0.9
896	P1_I1_M1	0.8
900	P1_I1_M3	0.95
901	P1_I1_M1	0.89
902	P1_I1_M2	0.89
905	P1_I1_M1	0.7
911	P1_I1_M1	0.81
913	P1_I1_M1	0.91
914	P1_I1_M3	0.84
919	P1_I1_M2	0.91
920	P1_I1_M2	0.83
922	P1_I1_M1	0.95
923	P1_I1_M1	0.92
924	P1_I1_M2	0.82
925	P1_I1_M2	0.81
928	P1_I1_M2	0.95
930	P1_I1_M1	0.89
931	P1_I1_M1	0.7
932	P1_I1_M1	0.79
933	P1_I1_M1	0.84
934	P1_I1_M1	0.86
935	P1_I1_M2	0.97
936	P1_I1_M1	0.96
938	P1_I1_M5	0.92
939	P1_I1_M1	0.87
940	P1_I1_M1	0.9
941	P1_I1_M2	0.9
945	P1_I1_M1	0.82
948	P1_I1_M4	0.91
950	P1_I1_M5	0.93
952	P1_I1_M2	0.91
953	P1_I1_M2	0.93
954	P1_I1_M2	0.92
956	P1_I1_M2	0.91
958	P1_I1_M1	0.87
965	P1_I1_M2	0.91
966	P1_I1_M1	0.84
968	P1_I1_M2	0.92
973	P1_I1_M1	0.94
982	P1_I1_M1	0.84
984	P1_I1_M4	0.83
986	P1_I1_M1	0.84
987	P1_I1_M1	0.83
989	P1_I1_M2	0.9
990	P1_I1_M1	0.9
992	P1_I1_M5	0.93
995	P1_I1_M5	0.93
996	P1_I1_M1	0.91
998	P1_I1_M6	0.82
999	P1_I1_M1	0.91
1001	P1_I1_M5	0.88
1002	P1_I1_M1	0.91
1003	P1_I1_M2	0.9
1006	P1_I1_M2	0.89
1008	P1_I1_M2	0.87
1009	P1_I1_M1	0.93
1012	P1_I1_M5	0.87
1013	P1_I1_M2	0.95
1014	P1_I1_M1	0.93
1015	P1_I1_M1	0.95
1016	P1_I1_M5	0.94
1018	P1_I1_M2	0.87
1019	P1_I1_M1	0.91
1021	P1_I1_M1	0.9
1022	P1_I1_M2	0.93
1023	P1_I1_M1	0.85
1025	P1_I1_M1	0.85
1026	P1_I1_M3	0.88
1028	P1_I1_M3	0.93
1031	P1_I1_M4	0.9
1033	P1_I1_M3	0.91
1034	P1_I1_M2	0.91
1035	P1_I1_M2	0.92
1036	P1_I1_M3	0.93
1043	P1_I1_M1	0.9
1044	P1_I1_M1	0.94
1048	P1_I1_M1	0.71
1049	P1_I1_M1	0.93
1055	P1_I1_M1	0.94
1058	P1_I1_M5	0.89
1061	P1_I1_M5	0.83
1062	P1_I1_M5	0.94
1067	P1_I1_M1	0.87
1068	P1_I1_M1	0.95
1069	P1_I1_M1	0.93
1070	P1_I1_M1	0.86
1071	P1_I1_M2	0.96
1073	P1_I1_M2	0.95
1076	P1_I1_M2	0.96
1077	P1_I1_M2	0.89
1078	P1_I1_M2	0.86
1079	P1_I1_M2	0.87
1082	P1_I1_M1	0.83
1083	P1_I1_M1	0.89
1084	P1_I1_M2	0.83
1085	P1_I1_M1	0.92
1086	P1_I1_M1	0.87
1089	P1_I1_M2	0.97
1090	P1_I1_M2	0.86
1091	P1_I1_M1	0.91
1092	P1_I1_M1	0.9
1094	P1_I1_M1	0.9
1097	P1_I1_M1	0.88
1098	P1_I1_M1	0.89
1099	P1_I1_M1	0.78
1100	P1_I1_M1	0.87
1101	P1_I1_M1	0.92
1104	P1_I1_M1	0.76
1105	P1_I1_M2	0.82
1107	P1_I1_M3	0.89
1110	P1_I1_M5	0.91
1111	P1_I1_M2	0.87
1112	P1_I1_M1	0.88
1113	P1_I1_M3	0.85
1114	P1_I1_M3	0.83
1115	P1_I1_M1	0.87
1117	P1_I1_M3	0.88
1118	P1_I1_M1	0.94
1122	P1_I1_M1	0.93
1124	P1_I1_M1	0.92
1125	P1_I1_M1	0.94
1130	P1_I1_M2	0.95
1131	P1_I1_M3	0.88
1134	P1_I1_M2	0.87
1135	P1_I1_M2	0.89
1136	P1_I1_M1	0.96
1137	P1_I1_M1	0.88
1139	P1_I1_M1	0.89
1140	P1_I1_M5	0.84
1143	P1_I1_M1	0.96
1145	P1_I1_M2	0.86
1147	P1_I1_M1	0.87
1148	P1_I1_M1	0.85
1155	P1_I1_M1	0.89
1164	P1_I1_M1	0.88
1166	P1_I1_M1	0.92
1168	P1_I1_M1	0.81
1174	P1_I1_M1	0.93
1175	P1_I1_M1	0.95
1176	P1_I1_M1	0.92
1177	P1_I1_M1	0.9
1178	P1_I1_M1	0.9
1179	P1_I1_M1	0.91
1181	P1_I1_M1	0.89
1182	P1_I1_M1	0.86
1184	P1_I1_M2	0.88
1186	P1_I1_M1	0.93
1188	P1_I1_M1	0.96
1192	P1_I1_M2	0.81
1193	P1_I1_M2	0.82
1195	P1_I1_M1	0.94
1197	P1_I1_M2	0.94
1198	P1_I1_M2	0.95
1199	P1_I1_M2	0.89
1200	P1_I1_M1	0.94
1203	P1_I1_M1	0.92
1204	P1_I1_M4	0.85
1205	P1_I1_M2	0.93
1206	P1_I1_M2	0.89
1207	P1_I1_M2	0.92
1209	P1_I1_M1	0.82
1210	P1_I1_M2	0.87
1212	P1_I1_M6	0.85
1213	P1_I1_M1	0.86
1214	P1_I1_M1	0.9
1216	P1_I1_M1	0.98
1217	P1_I1_M1	0.76
1218	P1_I1_M2	0.9
1219	P1_I1_M1	0.96
1220	P1_I1_M1	0.95
1221	P1_I1_M3	0.85
1222	P1_I1_M1	0.79
1223	P1_I1_M1	0.96
1224	P1_I1_M2	0.92
1226	P1_I1_M5	0.88
1228	P1_I1_M2	0.95
1229	P1_I1_M1	0.91
1230	P1_I1_M2	0.9
1231	P1_I1_M1	0.84
1233	P1_I1_M2	0.94
1234	P1_I1_M2	0.93
1235	P1_I1_M2	0.91
1236	P1_I1_M2	0.85
1237	P1_I1_M4	0.88
1238	P1_I1_M2	0.92
1239	P1_I1_M2	0.95
1240	P1_I1_M4	0.84
1241	P1_I1_M2	0.94
1242	P1_I1_M2	0.92
1244	P1_I1_M5	0.85
1246	P1_I1_M5	0.85
1247	P1_I1_M1	0.92
1249	P1_I1_M2	0.88
1252	P1_I1_M2	0.92
1260	P1_I1_M1	0.84
1262	P1_I1_M1	0.87
1263	P1_I1_M4	0.8
1265	P1_I1_M1	0.86
1266	P1_I1_M1	0.82
1267	P1_I1_M4	0.88
1268	P1_I1_M3	0.9
1269	P1_I1_M1	0.92
1271	P1_I1_M1	0.85
1273	P1_I1_M2	0.92
1274	P1_I1_M1	0.96
1275	P1_I1_M1	0.91
1283	P1_I1_M1	0.86
1284	P1_I1_M1	0.93
1286	P1_I1_M3	0.83
1287	P1_I1_M2	0.95
1288	P1_I1_M1	0.89
1289	P1_I1_M1	0.9
1291	P1_I1_M4	0.89
1295	P1_I1_M1	0.79
1296	P1_I1_M1	0.91
1298	P1_I1_M2	0.91
1299	P1_I1_M4	0.85
1300	P1_I1_M3	0.92
1301	P1_I1_M2	0.86
1302	P1_I1_M2	0.91
1303	P1_I1_M2	0.89
1307	P1_I1_M7	0.92
1309	P1_I1_M1	0.93
1310	P1_I1_M1	0.89
1312	P1_I1_M2	0.92
1318	P1_I1_M1	0.91
1319	P1_I1_M1	0.91
1321	P1_I1_M5	0.84
1326	P1_I1_M1	0.88
1329	P1_I1_M1	0.91
1333	P1_I1_M1	0.94
1335	P1_I1_M1	0.69
1340	P1_I1_M1	0.9
1341	P1_I1_M6	0.81
1342	P1_I1_M1	0.82
1343	P1_I1_M1	0.92
1345	P1_I1_M2	0.87
1346	P1_I1_M4	0.92
1347	P1_I1_M1	0.77
1349	P1_I1_M2	0.83
1350	P1_I1_M1	0.7
1352	P1_I1_M1	0.9
1356	P1_I1_M1	0.87
1357	P1_I1_M1	0.94
1358	P1_I1_M1	0.87
1360	P1_I1_M1	0.92
1361	P1_I1_M1	0.95
1362	P1_I1_M1	0.84
1363	P1_I1_M4	0.85
1365	P1_I1_M6	0.85
1366	P1_I1_M2	0.92
1367	P1_I1_M1	0.94
1370	P1_I1_M2	0.87
1374	P1_I1_M2	0.9
1375	P1_I1_M2	0.84
1376	P1_I1_M2	0.86
1377	P1_I1_M5	0.92
1379	P1_I1_M1	0.73
1381	P1_I1_M1	0.72
1382	P1_I1_M4	0.86
1383	P1_I1_M1	0.73
1384	P1_I1_M3	0.8
1385	P1_I1_M1	0.87
1386	P1_I1_M1	0.97
1387	P1_I1_M1	0.93
1389	P1_I1_M2	0.8
1392	P1_I1_M2	0.86
1398	P1_I1_M1	0.93
1402	P1_I1_M1	0.94
1406	P1_I1_M3	0.85
1407	P1_I1_M3	0.9
1408	P1_I1_M3	0.79
1414	P1_I1_M1	0.89
1415	P1_I1_M1	0.94
1418	P1_I1_M1	0.72
1420	P1_I1_M1	0.92
1421	P1_I1_M9	0.88
1422	P1_I1_M1	0.8
1423	P1_I1_M2	0.92
1426	P1_I1_M1	0.91
1429	P1_I1_M1	0.92
1430	P1_I1_M1	0.89
1431	P1_I1_M1	0.85
1433	P1_I1_M4	0.82
1434	P1_I1_M1	0.92
1437	P1_I1_M5	0.85
1440	P1_I1_M1	0.96
1441	P1_I1_M1	0.94
1443	P1_I1_M1	0.87
1450	P1_I1_M1	0.75
1453	P1_I1_M5	0.93
1456	P1_I1_M1	0.81
1458	P1_I1_M1	0.82
1461	P1_I1_M1	0.83
1462	P1_I1_M1	0.76
1463	P1_I1_M3	0.95
1464	P1_I1_M1	0.89
1466	P1_I1_M2	0.93
1467	P1_I1_M2	0.96
1474	P1_I1_M3	0.88
1476	P1_I1_M4	0.9
1478	P1_I1_M1	0.79
1479	P1_I1_M1	0.75
1480	P1_I1_M1	0.85
1482	P1_I1_M1	0.95
1483	P1_I1_M2	0.86
1484	P1_I1_M2	0.86
1487	P1_I1_M1	0.76
1488	P1_I1_M1	0.73
1490	P1_I1_M2	0.87
1494	P1_I1_M2	0.92
1495	P1_I1_M1	0.9
1496	P1_I1_M4	0.82
1498	P1_I1_M1	0.89
1500	P1_I1_M1	0.89
1501	P1_I1_M1	0.89
1502	P1_I1_M3	0.9
1506	P1_I1_M10	0.82
1510	P1_I1_M1	0.92
1512	P1_I1_M1	0.83
1513	P1_I1_M1	0.88
1514	P1_I1_M2	0.82
1516	P1_I1_M1	0.9
1519	P1_I1_M2	0.86
1520	P1_I1_M2	0.92
1524	P1_I1_M1	0.83
1527	P1_I1_M4	0.85
1530	P1_I1_M5	0.83
1531	P1_I1_M3	0.91
1533	P1_I1_M4	0.89
1536	P1_I1_M2	0.92
1540	P1_I1_M5	0.79
1542	P1_I1_M1	0.94
1544	P1_I1_M1	0.87
1545	P1_I1_M1	0.87
1549	P1_I1_M3	0.86
1550	P1_I1_M2	0.84
1552	P1_I1_M1	0.93
1553	P1_I1_M2	0.82
1554	P1_I1_M2	0.9
1556	P1_I1_M1	0.91
1557	P1_I1_M1	0.81
1563	P1_I1_M2	0.92
1564	P1_I1_M2	0.96
1565	P1_I1_M2	0.87
1569	P1_I1_M2	0.83
1573	P1_I1_M2	0.8
1574	P1_I1_M1	0.71
1575	P1_I1_M1	0.67
1578	P1_I1_M2	0.92
1579	P1_I1_M1	0.86
1581	P1_I1_M2	0.94
1583	P1_I1_M1	0.88
1594	P1_I1_M6	0.91
1595	P1_I1_M1	0.9
1597	P1_I1_M1	0.9
1600	P1_I1_M2	0.88
1605	P1_I1_M2	0.96
1606	P1_I1_M1	0.8
1614	P1_I1_M2	0.91
1619	P1_I1_M1	0.76
1620	P1_I1_M1	0.8
1621	P1_I1_M3	0.89
1625	P1_I1_M1	0.92
1626	P1_I1_M5	0.85
1628	P1_I1_M1	0.87
1630	P1_I1_M3	0.91
1631	P1_I1_M2	0.91
1633	P1_I1_M1	0.95
1635	P1_I1_M3	0.87
1636	P1_I1_M4	0.85
1642	P1_I1_M2	0.91
1644	P1_I1_M2	0.9
1645	P1_I1_M2	0.92
1647	P1_I1_M2	0.86
1648	P1_I1_M2	0.91
1649	P1_I1_M4	0.92
1651	P1_I1_M2	0.91
1656	P1_I1_M2	0.84
1657	P1_I1_M2	0.93
1659	P1_I1_M1	0.75
1661	P1_I1_M5	0.92
1664	P1_I1_M2	0.93
1665	P1_I1_M5	0.89
1666	P1_I1_M4	0.88
1668	P1_I1_M4	0.87
1671	P1_I1_M5	0.91
1674	P1_I1_M1	0.8
1675	P1_I1_M2	0.95
1676	P1_I1_M1	0.94
1677	P1_I1_M1	0.93
1678	P1_I1_M1	0.82
1679	P1_I1_M1	0.94
1687	P1_I1_M2	0.87
1688	P1_I1_M1	0.9
1690	P1_I1_M1	0.95
1691	P1_I1_M2	0.96
1692	P1_I1_M2	0.95
1693	P1_I1_M2	0.92
1695	P1_I1_M2	0.9
1698	P1_I1_M4	0.93
1700	P1_I1_M2	0.91
1701	P1_I1_M1	0.87
1702	P1_I1_M1	0.97
1704	P1_I1_M5	0.87
1706	P1_I1_M2	0.89
1712	P1_I1_M2	0.94
1714	P1_I1_M5	0.78
1717	P1_I1_M2	0.82
1719	P1_I1_M1	0.92
1723	P1_I1_M2	0.89
1725	P1_I1_M4	0.87
1726	P1_I1_M3	0.9
1727	P1_I1_M2	0.94
1728	P1_I1_M2	0.95
1730	P1_I1_M2	0.9
1732	P1_I1_M4	0.88
1733	P1_I1_M2	0.94
1737	P1_I1_M1	0.94
1743	P1_I1_M1	0.9
1746	P1_I1_M1	0.84
