Gene	Module	kME
503	P1_I1_M2	0.89
506	P1_I1_M2	0.85
510	P1_I1_M2	0.84
512	P1_I1_M3	0.94
514	P1_I1_M1	0.77
522	P1_I1_M1	0.79
526	P1_I1_M1	0.78
534	P1_I1_M1	0.8
535	P1_I1_M1	0.79
539	P1_I1_M1	0.96
542	P1_I1_M3	0.78
546	P1_I1_M1	0.98
550	P1_I1_M3	0.84
552	P1_I1_M3	0.9
557	P1_I1_M1	0.96
559	P1_I1_M1	0.78
567	P1_I1_M2	0.84
569	P1_I1_M4	0.91
570	P1_I1_M3	0.83
576	P1_I1_M1	0.78
584	P1_I1_M2	0.9
585	P1_I1_M2	0.82
591	P1_I1_M2	0.82
594	P1_I1_M1	0.97
595	P1_I1_M2	0.8
598	P1_I1_M3	0.88
605	P1_I1_M1	0.76
610	P1_I1_M1	0.96
611	P1_I1_M3	0.78
617	P1_I1_M2	0.85
618	P1_I1_M5	0.92
623	P1_I1_M1	0.79
627	P1_I1_M1	0.97
628	P1_I1_M1	0.77
629	P1_I1_M2	0.88
639	P1_I1_M1	0.79
640	P1_I1_M1	0.88
643	P1_I1_M2	0.82
645	P1_I1_M4	0.84
647	P1_I1_M1	0.77
651	P1_I1_M2	0.84
658	P1_I1_M1	0.79
665	P1_I1_M3	0.83
669	P1_I1_M6	0.8
674	P1_I1_M1	0.98
675	P1_I1_M1	0.98
681	P1_I1_M1	0.78
684	P1_I1_M2	0.87
685	P1_I1_M1	0.97
687	P1_I1_M5	0.82
692	P1_I1_M3	0.72
696	P1_I1_M7	0.88
700	P1_I1_M2	0.83
702	P1_I1_M1	0.8
710	P1_I1_M1	0.79
718	P1_I1_M1	0.78
721	P1_I1_M1	0.98
724	P1_I1_M2	0.83
726	P1_I1_M4	0.82
738	P1_I1_M2	0.8
739	P1_I1_M1	0.79
741	P1_I1_M3	0.81
748	P1_I1_M1	0.79
752	P1_I1_M1	0.79
754	P1_I1_M1	0.79
767	P1_I1_M3	0.82
777	P1_I1_M1	0.98
780	P1_I1_M3	0.79
784	P1_I1_M1	0.77
790	P1_I1_M1	0.8
794	P1_I1_M1	0.8
809	P1_I1_M3	0.82
814	P1_I1_M4	0.92
828	P1_I1_M1	0.97
830	P1_I1_M1	0.78
850	P1_I1_M3	0.84
851	P1_I1_M1	0.77
859	P1_I1_M1	0.94
861	P1_I1_M2	0.83
862	P1_I1_M1	0.9
863	P1_I1_M1	0.77
867	P1_I1_M1	0.77
869	P1_I1_M1	0.77
872	P1_I1_M2	0.88
879	P1_I1_M2	0.87
882	P1_I1_M4	0.87
887	P1_I1_M3	0.89
896	P1_I1_M5	0.94
901	P1_I1_M2	0.92
902	P1_I1_M3	0.79
911	P1_I1_M1	0.79
913	P1_I1_M3	0.82
921	P1_I1_M1	0.79
923	P1_I1_M2	0.85
926	P1_I1_M1	0.78
928	P1_I1_M1	0.79
938	P1_I1_M5	0.86
939	P1_I1_M2	0.74
952	P1_I1_M1	0.96
954	P1_I1_M1	0.79
956	P1_I1_M3	0.82
987	P1_I1_M1	0.95
988	P1_I1_M1	0.98
1007	P1_I1_M1	0.79
1008	P1_I1_M1	0.77
1010	P1_I1_M1	0.81
1013	P1_I1_M1	0.86
1014	P1_I1_M2	0.77
1015	P1_I1_M2	0.93
1018	P1_I1_M3	0.83
1019	P1_I1_M2	0.88
1025	P1_I1_M2	0.87
1033	P1_I1_M3	0.85
1044	P1_I1_M1	0.78
1054	P1_I1_M1	0.77
1055	P1_I1_M2	0.82
1070	P1_I1_M1	0.9
1072	P1_I1_M1	0.79
1077	P1_I1_M2	0.86
1079	P1_I1_M2	0.82
1091	P1_I1_M1	0.78
1094	P1_I1_M5	0.85
1095	P1_I1_M1	0.98
1096	P1_I1_M1	0.95
1097	P1_I1_M3	0.8
1129	P1_I1_M5	0.86
1137	P1_I1_M3	0.81
1162	P1_I1_M1	0.8
1166	P1_I1_M2	0.9
1174	P1_I1_M2	0.87
1177	P1_I1_M2	0.78
1178	P1_I1_M3	0.79
1192	P1_I1_M4	0.85
1197	P1_I1_M1	0.76
1198	P1_I1_M1	0.78
1200	P1_I1_M2	0.94
1204	P1_I1_M3	0.91
1209	P1_I1_M2	0.79
1210	P1_I1_M1	0.98
1213	P1_I1_M2	0.9
1216	P1_I1_M1	0.96
1219	P1_I1_M2	0.88
1220	P1_I1_M3	0.88
1223	P1_I1_M3	0.84
1231	P1_I1_M1	0.96
1234	P1_I1_M1	0.76
1235	P1_I1_M2	0.88
1236	P1_I1_M1	0.78
1238	P1_I1_M1	0.99
1241	P1_I1_M1	0.78
1242	P1_I1_M1	0.77
1262	P1_I1_M2	0.91
1268	P1_I1_M2	0.73
1270	P1_I1_M4	0.86
1275	P1_I1_M2	0.9
1280	P1_I1_M1	0.96
1284	P1_I1_M1	0.9
1289	P1_I1_M2	0.83
1294	P1_I1_M1	0.78
1299	P1_I1_M1	0.9
1301	P1_I1_M3	0.83
1310	P1_I1_M3	0.87
1311	P1_I1_M1	0.79
1326	P1_I1_M1	0.75
1327	P1_I1_M1	0.78
1329	P1_I1_M3	0.83
1334	P1_I1_M1	0.97
1336	P1_I1_M1	0.97
1338	P1_I1_M1	0.98
1345	P1_I1_M1	0.76
1347	P1_I1_M5	0.77
1356	P1_I1_M2	0.9
1357	P1_I1_M2	0.87
1361	P1_I1_M1	0.95
1362	P1_I1_M3	0.89
1363	P1_I1_M1	0.77
1367	P1_I1_M2	0.72
1369	P1_I1_M1	0.97
1370	P1_I1_M1	0.97
1371	P1_I1_M1	0.96
1374	P1_I1_M1	0.98
1375	P1_I1_M1	0.96
1384	P1_I1_M2	0.8
1387	P1_I1_M2	0.8
1391	P1_I1_M1	0.98
1392	P1_I1_M1	0.97
1398	P1_I1_M2	0.73
1402	P1_I1_M1	0.95
1406	P1_I1_M3	0.86
1407	P1_I1_M3	0.78
1412	P1_I1_M1	0.97
1414	P1_I1_M1	0.96
1415	P1_I1_M3	0.86
1418	P1_I1_M1	0.97
1428	P1_I1_M3	0.84
1429	P1_I1_M2	0.81
1430	P1_I1_M2	0.89
1443	P1_I1_M2	0.86
1467	P1_I1_M1	0.77
1474	P1_I1_M3	0.83
1476	P1_I1_M1	0.91
1479	P1_I1_M1	0.76
1481	P1_I1_M1	0.97
1482	P1_I1_M3	0.9
1484	P1_I1_M1	0.79
1495	P1_I1_M1	0.92
1505	P1_I1_M4	0.84
1511	P1_I1_M4	0.85
1520	P1_I1_M1	0.95
1528	P1_I1_M1	0.91
1534	P1_I1_M1	0.79
1542	P1_I1_M1	0.94
1546	P1_I1_M4	0.77
1551	P1_I1_M5	0.85
1563	P1_I1_M1	0.97
1567	P1_I1_M1	0.97
1568	P1_I1_M1	0.8
1569	P1_I1_M1	0.79
1571	P1_I1_M1	0.96
1583	P1_I1_M1	0.93
1587	P1_I1_M6	0.87
1597	P1_I1_M1	0.95
1600	P1_I1_M1	0.77
1604	P1_I1_M1	0.98
1605	P1_I1_M1	0.98
1625	P1_I1_M2	0.89
1627	P1_I1_M1	0.97
1628	P1_I1_M1	0.96
1629	P1_I1_M4	0.89
1640	P1_I1_M4	0.94
1646	P1_I1_M1	0.8
1649	P1_I1_M1	0.78
1652	P1_I1_M1	0.73
1653	P1_I1_M2	0.86
1656	P1_I1_M1	0.98
1664	P1_I1_M3	0.78
1668	P1_I1_M1	0.78
1673	P1_I1_M1	0.97
1676	P1_I1_M2	0.83
1684	P1_I1_M1	0.98
1686	P1_I1_M6	0.81
1688	P1_I1_M3	0.9
1692	P1_I1_M1	0.77
1693	P1_I1_M1	0.78
1700	P1_I1_M1	0.8
1701	P1_I1_M1	0.95
1702	P1_I1_M2	0.73
1706	P1_I1_M2	0.86
1717	P1_I1_M1	0.8
1724	P1_I1_M1	0.97
1727	P1_I1_M1	0.76
1731	P1_I1_M1	0.85
1737	P1_I1_M5	0.75
1741	P1_I1_M5	0.94
1743	P1_I1_M3	0.84
1745	P1_I1_M5	0.87
1751	P1_I1_M2	0.89
1752	P1_I1_M1	0.98
1754	P1_I1_M1	0.78
1756	P1_I1_M1	0.95
1765	P1_I1_M3	0.93
1788	P1_I1_M2	0.83
1794	P1_I1_M2	0.83
1797	P1_I1_M2	0.83
1808	P1_I1_M1	0.94
1809	P1_I1_M1	0.79
1821	P1_I1_M5	0.87
1836	P1_I1_M3	0.81
1843	P1_I1_M2	0.84
1856	P1_I1_M3	0.8
1859	P1_I1_M5	0.8
1870	P1_I1_M1	0.97
1871	P1_I1_M4	0.89
1872	P1_I1_M1	0.79
1879	P1_I1_M1	0.78
1881	P1_I1_M3	0.75
1889	P1_I1_M2	0.92
1891	P1_I1_M2	0.91
1893	P1_I1_M2	0.86
1921	P1_I1_M5	0.79
1939	P1_I1_M1	0.77
1944	P1_I1_M3	0.8
1946	P1_I1_M1	0.95
1949	P1_I1_M1	0.79
1951	P1_I1_M1	0.85
1957	P1_I1_M1	0.78
1958	P1_I1_M3	0.88
1969	P1_I1_M1	0.8
1970	P1_I1_M1	0.79
1974	P1_I1_M1	0.78
1976	P1_I1_M1	0.76
1979	P1_I1_M1	0.79
1983	P1_I1_M2	0.88
1999	P1_I1_M1	0.97
2003	P1_I1_M1	0.97
2006	P1_I1_M4	0.89
2007	P1_I1_M1	0.78
2013	P1_I1_M1	0.97
2018	P1_I1_M4	0.84
2019	P1_I1_M1	0.97
2020	P1_I1_M1	0.96
2032	P1_I1_M3	0.81
2036	P1_I1_M1	0.8
2038	P1_I1_M3	0.8
2051	P1_I1_M2	0.92
2053	P1_I1_M3	0.82
2060	P1_I1_M1	0.98
2061	P1_I1_M1	0.8
2063	P1_I1_M1	0.8
2070	P1_I1_M2	0.74
2074	P1_I1_M1	0.8
2075	P1_I1_M5	0.82
2076	P1_I1_M3	0.82
2077	P1_I1_M1	0.79
2078	P1_I1_M1	0.98
2086	P1_I1_M1	0.8
2091	P1_I1_M5	0.82
2093	P1_I1_M1	0.74
2094	P1_I1_M2	0.86
2096	P1_I1_M1	0.79
2099	P1_I1_M1	0.95
2100	P1_I1_M1	0.8
2108	P1_I1_M1	0.75
2122	P1_I1_M1	0.98
2123	P1_I1_M3	0.83
2124	P1_I1_M1	0.8
2125	P1_I1_M1	0.77
2128	P1_I1_M1	0.77
2129	P1_I1_M3	0.85
2130	P1_I1_M1	0.93
2136	P1_I1_M3	0.76
2138	P1_I1_M1	0.93
2142	P1_I1_M2	0.83
2144	P1_I1_M1	0.9
2148	P1_I1_M1	0.97
2149	P1_I1_M1	0.8
2162	P1_I1_M1	0.75
2163	P1_I1_M3	0.81
2181	P1_I1_M1	0.78
2182	P1_I1_M1	0.79
2197	P1_I1_M1	0.99
2207	P1_I1_M1	0.76
2216	P1_I1_M1	0.8
2220	P1_I1_M1	0.78
2225	P1_I1_M4	0.88
2235	P1_I1_M5	0.79
2243	P1_I1_M5	0.85
2253	P1_I1_M1	0.78
2254	P1_I1_M3	0.92
2261	P1_I1_M1	0.78
2271	P1_I1_M2	0.84
2284	P1_I1_M4	0.86
2289	P1_I1_M1	0.98
2296	P1_I1_M1	0.77
2297	P1_I1_M2	0.83
2299	P1_I1_M3	0.85
2304	P1_I1_M3	0.79
2311	P1_I1_M1	0.91
2312	P1_I1_M3	0.89
2314	P1_I1_M2	0.86
2321	P1_I1_M2	0.84
2323	P1_I1_M2	0.77
2326	P1_I1_M1	0.76
2328	P1_I1_M1	0.8
2333	P1_I1_M3	0.82
2337	P1_I1_M1	0.97
2338	P1_I1_M3	0.77
2342	P1_I1_M1	0.93
2348	P1_I1_M2	0.89
2361	P1_I1_M5	0.86
2362	P1_I1_M1	0.78
2373	P1_I1_M2	0.81
2376	P1_I1_M1	0.78
2382	P1_I1_M3	0.87
2383	P1_I1_M1	0.77
2385	P1_I1_M1	0.92
2388	P1_I1_M4	0.84
2390	P1_I1_M3	0.89
2397	P1_I1_M1	0.97
2405	P1_I1_M1	0.97
2412	P1_I1_M1	0.95
2415	P1_I1_M3	0.89
2424	P1_I1_M1	0.97
2426	P1_I1_M1	0.97
2429	P1_I1_M4	0.79
2430	P1_I1_M1	0.77
2437	P1_I1_M1	0.8
2439	P1_I1_M1	0.91
2443	P1_I1_M1	0.96
2444	P1_I1_M1	0.78
2446	P1_I1_M2	0.86
2448	P1_I1_M1	0.96
2459	P1_I1_M1	0.92
2467	P1_I1_M4	0.83
2469	P1_I1_M4	0.74
2478	P1_I1_M4	0.84
2479	P1_I1_M5	0.89
2482	P1_I1_M3	0.84
2483	P1_I1_M2	0.83
2489	P1_I1_M1	0.92
2497	P1_I1_M4	0.78
2502	P1_I1_M3	0.88
2511	P1_I1_M2	0.87
2515	P1_I1_M1	0.93
2518	P1_I1_M1	0.8
2520	P1_I1_M4	0.87
2522	P1_I1_M1	0.94
2526	P1_I1_M4	0.79
2529	P1_I1_M3	0.82
2531	P1_I1_M1	0.76
2535	P1_I1_M1	0.78
2537	P1_I1_M2	0.88
2539	P1_I1_M4	0.86
2540	P1_I1_M1	0.79
2550	P1_I1_M1	0.97
2551	P1_I1_M3	0.85
2552	P1_I1_M1	0.96
2553	P1_I1_M1	0.76
2558	P1_I1_M1	0.78
2565	P1_I1_M1	0.97
2566	P1_I1_M5	0.9
2571	P1_I1_M7	0.87
2572	P1_I1_M1	0.97
2573	P1_I1_M2	0.9
2576	P1_I1_M1	0.78
2578	P1_I1_M2	0.88
2579	P1_I1_M5	0.89
2588	P1_I1_M3	0.86
2590	P1_I1_M1	0.98
2592	P1_I1_M1	0.8
2593	P1_I1_M1	0.97
2595	P1_I1_M1	0.97
2596	P1_I1_M1	0.78
2597	P1_I1_M1	0.8
2615	P1_I1_M1	0.8
2616	P1_I1_M2	0.76
2617	P1_I1_M1	0.78
2620	P1_I1_M1	0.98
2622	P1_I1_M2	0.73
2626	P1_I1_M2	0.89
2633	P1_I1_M2	0.74
2638	P1_I1_M1	0.97
2642	P1_I1_M1	0.85
2648	P1_I1_M3	0.87
2654	P1_I1_M2	0.87
2657	P1_I1_M2	0.86
2659	P1_I1_M3	0.77
2673	P1_I1_M2	0.89
2674	P1_I1_M1	0.98
2675	P1_I1_M3	0.79
2681	P1_I1_M1	0.79
2683	P1_I1_M3	0.82
2684	P1_I1_M3	0.79
2687	P1_I1_M2	0.93
2690	P1_I1_M1	0.98
2693	P1_I1_M1	0.76
2695	P1_I1_M3	0.91
2698	P1_I1_M2	0.86
2702	P1_I1_M7	0.84
2705	P1_I1_M2	0.84
2706	P1_I1_M2	0.91
2708	P1_I1_M1	0.98
2715	P1_I1_M3	0.84
2717	P1_I1_M1	0.76
2721	P1_I1_M1	0.98
2727	P1_I1_M2	0.82
2730	P1_I1_M2	0.83
2737	P1_I1_M7	0.85
2744	P1_I1_M6	0.8
2756	P1_I1_M2	0.87
2759	P1_I1_M1	0.78
2766	P1_I1_M2	0.92
2774	P1_I1_M2	0.84
2780	P1_I1_M2	0.87
2781	P1_I1_M2	0.87
2793	P1_I1_M3	0.81
2794	P1_I1_M2	0.91
2795	P1_I1_M5	0.89
2799	P1_I1_M3	0.82
2800	P1_I1_M1	0.91
2813	P1_I1_M2	0.86
2827	P1_I1_M3	0.85
2830	P1_I1_M2	0.78
2831	P1_I1_M6	0.81
2836	P1_I1_M3	0.79
2842	P1_I1_M2	0.89
2847	P1_I1_M3	0.87
2848	P1_I1_M2	0.83
2850	P1_I1_M7	0.83
2852	P1_I1_M4	0.93
2853	P1_I1_M2	0.88
2854	P1_I1_M1	0.79
2863	P1_I1_M1	0.77
2865	P1_I1_M1	0.98
2870	P1_I1_M4	0.86
2872	P1_I1_M1	0.97
2874	P1_I1_M1	0.76
2875	P1_I1_M1	0.79
2876	P1_I1_M3	0.83
2879	P1_I1_M1	0.97
2881	P1_I1_M1	0.77
2882	P1_I1_M3	0.79
2886	P1_I1_M2	0.78
2894	P1_I1_M2	0.85
2897	P1_I1_M3	0.9
2903	P1_I1_M1	0.98
2916	P1_I1_M2	0.76
2917	P1_I1_M2	0.88
2926	P1_I1_M1	0.77
2931	P1_I1_M2	0.8
2937	P1_I1_M5	0.9
2951	P1_I1_M5	0.82
2957	P1_I1_M1	0.78
2959	P1_I1_M1	0.78
2961	P1_I1_M2	0.82
2968	P1_I1_M3	0.86
2970	P1_I1_M3	0.79
2975	P1_I1_M1	0.76
2980	P1_I1_M2	0.85
2982	P1_I1_M2	0.87
2988	P1_I1_M1	0.77
2989	P1_I1_M1	0.98
2995	P1_I1_M3	0.84
2997	P1_I1_M1	0.78
2999	P1_I1_M1	0.79
3001	P1_I1_M1	0.78
3011	P1_I1_M1	0.96
3021	P1_I1_M3	0.8
3034	P1_I1_M2	0.88
3036	P1_I1_M1	0.79
3037	P1_I1_M1	0.77
3042	P1_I1_M1	0.74
3046	P1_I1_M2	0.87
3047	P1_I1_M1	0.78
3054	P1_I1_M1	0.97
3055	P1_I1_M4	0.93
3063	P1_I1_M2	0.84
3065	P1_I1_M3	0.8
3069	P1_I1_M1	0.95
3072	P1_I1_M1	0.78
3076	P1_I1_M5	0.83
3082	P1_I1_M1	0.77
3088	P1_I1_M5	0.89
3089	P1_I1_M1	0.98
3093	P1_I1_M1	0.78
3103	P1_I1_M6	0.84
3114	P1_I1_M1	0.89
3116	P1_I1_M1	0.8
3119	P1_I1_M1	0.8
3121	P1_I1_M2	0.92
3124	P1_I1_M3	0.83
3127	P1_I1_M1	0.98
3129	P1_I1_M1	0.78
3131	P1_I1_M3	0.81
3134	P1_I1_M2	0.83
3140	P1_I1_M1	0.76
3142	P1_I1_M4	0.84
3143	P1_I1_M2	0.8
3147	P1_I1_M3	0.85
3151	P1_I1_M5	0.88
3152	P1_I1_M1	0.8
3161	P1_I1_M3	0.77
3168	P1_I1_M2	0.81
3172	P1_I1_M3	0.83
3195	P1_I1_M3	0.85
3197	P1_I1_M2	0.77
3207	P1_I1_M1	0.91
3210	P1_I1_M2	0.85
3212	P1_I1_M2	0.77
3226	P1_I1_M2	0.85
3231	P1_I1_M1	0.98
3240	P1_I1_M2	0.9
3242	P1_I1_M3	0.84
3243	P1_I1_M2	0.89
3247	P1_I1_M3	0.84
3252	P1_I1_M2	0.83
3253	P1_I1_M1	0.78
3263	P1_I1_M1	0.97
3266	P1_I1_M1	0.78
3270	P1_I1_M1	0.76
3282	P1_I1_M4	0.87
3285	P1_I1_M2	0.87
3288	P1_I1_M1	0.93
3300	P1_I1_M3	0.83
3306	P1_I1_M1	0.78
3312	P1_I1_M2	0.81
3318	P1_I1_M2	0.91
3320	P1_I1_M3	0.81
3326	P1_I1_M1	0.79
3336	P1_I1_M2	0.85
3345	P1_I1_M3	0.86
3347	P1_I1_M5	0.85
3351	P1_I1_M3	0.84
3352	P1_I1_M1	0.98
3353	P1_I1_M1	0.77
3361	P1_I1_M2	0.78
3363	P1_I1_M3	0.81
3368	P1_I1_M2	0.83
3370	P1_I1_M1	0.92
3380	P1_I1_M1	0.96
3384	P1_I1_M1	0.8
3385	P1_I1_M1	0.98
3386	P1_I1_M1	0.79
3387	P1_I1_M2	0.79
3388	P1_I1_M3	0.81
3392	P1_I1_M1	0.89
3394	P1_I1_M1	0.87
3404	P1_I1_M3	0.88
3407	P1_I1_M3	0.8
3414	P1_I1_M1	0.98
3417	P1_I1_M2	0.79
3427	P1_I1_M2	0.88
3428	P1_I1_M3	0.89
3433	P1_I1_M4	0.88
3434	P1_I1_M3	0.77
3438	P1_I1_M3	0.85
3456	P1_I1_M3	0.82
3465	P1_I1_M2	0.79
3471	P1_I1_M1	0.93
3473	P1_I1_M1	0.78
3476	P1_I1_M1	0.94
3477	P1_I1_M3	0.79
3478	P1_I1_M3	0.82
3487	P1_I1_M3	0.81
3489	P1_I1_M1	0.79
3490	P1_I1_M1	0.77
3493	P1_I1_M5	0.78
3494	P1_I1_M1	0.9
3498	P1_I1_M1	0.77
3503	P1_I1_M1	0.95
3506	P1_I1_M1	0.98
3519	P1_I1_M4	0.81
3521	P1_I1_M2	0.87
3525	P1_I1_M1	0.98
3532	P1_I1_M1	0.79
3535	P1_I1_M2	0.91
3536	P1_I1_M5	0.79
3544	P1_I1_M1	0.94
3554	P1_I1_M2	0.73
3556	P1_I1_M2	0.88
3563	P1_I1_M3	0.78
3566	P1_I1_M1	0.79
3581	P1_I1_M2	0.82
3582	P1_I1_M2	0.84
3583	P1_I1_M1	0.93
3595	P1_I1_M2	0.89
3597	P1_I1_M1	0.78
3599	P1_I1_M2	0.82
3618	P1_I1_M3	0.84
3623	P1_I1_M2	0.8
3631	P1_I1_M2	0.84
3633	P1_I1_M1	0.79
3637	P1_I1_M1	0.81
3639	P1_I1_M3	0.82
3643	P1_I1_M1	0.77
3646	P1_I1_M1	0.79
3649	P1_I1_M1	0.77
3657	P1_I1_M2	0.88
3665	P1_I1_M2	0.84
3675	P1_I1_M1	0.75
3677	P1_I1_M2	0.87
3679	P1_I1_M3	0.81
3682	P1_I1_M1	0.78
3685	P1_I1_M1	0.8
3686	P1_I1_M2	0.9
3687	P1_I1_M3	0.85
3689	P1_I1_M1	0.77
3691	P1_I1_M1	0.77
3692	P1_I1_M3	0.84
3695	P1_I1_M1	0.8
3702	P1_I1_M3	0.85
3704	P1_I1_M5	0.8
3708	P1_I1_M1	0.98
3720	P1_I1_M3	0.83
3725	P1_I1_M1	0.78
3729	P1_I1_M4	0.92
3731	P1_I1_M5	0.88
3733	P1_I1_M3	0.8
3734	P1_I1_M1	0.77
3736	P1_I1_M1	0.76
3743	P1_I1_M1	0.78
3744	P1_I1_M3	0.75
3745	P1_I1_M1	0.97
3748	P1_I1_M1	0.99
3751	P1_I1_M1	0.94
3753	P1_I1_M2	0.87
3754	P1_I1_M3	0.81
3757	P1_I1_M1	0.97
3758	P1_I1_M1	0.98
3761	P1_I1_M5	0.79
3762	P1_I1_M1	0.8
3766	P1_I1_M3	0.85
3767	P1_I1_M5	0.88
3768	P1_I1_M3	0.79
3776	P1_I1_M1	0.98
3778	P1_I1_M1	0.96
3779	P1_I1_M1	0.75
3782	P1_I1_M1	0.79
3789	P1_I1_M1	0.77
3792	P1_I1_M5	0.92
3794	P1_I1_M2	0.85
3796	P1_I1_M1	0.98
3806	P1_I1_M3	0.81
3808	P1_I1_M1	0.79
3814	P1_I1_M1	0.78
3815	P1_I1_M1	0.98
3818	P1_I1_M1	0.8
3822	P1_I1_M1	0.77
3825	P1_I1_M2	0.83
3827	P1_I1_M1	0.79
3832	P1_I1_M1	0.77
3836	P1_I1_M1	0.95
3837	P1_I1_M1	0.98
3845	P1_I1_M1	0.96
3846	P1_I1_M4	0.8
3854	P1_I1_M3	0.85
3857	P1_I1_M2	0.85
3859	P1_I1_M1	0.9
3863	P1_I1_M1	0.78
3865	P1_I1_M1	0.77
3872	P1_I1_M1	0.8
3881	P1_I1_M1	0.8
3887	P1_I1_M1	0.96
3888	P1_I1_M2	0.91
3889	P1_I1_M2	0.82
3895	P1_I1_M3	0.84
3896	P1_I1_M1	0.98
3901	P1_I1_M6	0.9
3905	P1_I1_M1	0.97
3908	P1_I1_M1	0.77
3909	P1_I1_M1	0.77
3910	P1_I1_M1	0.78
3913	P1_I1_M3	0.84
3914	P1_I1_M2	0.91
3917	P1_I1_M1	0.78
3919	P1_I1_M2	0.81
3920	P1_I1_M3	0.87
3931	P1_I1_M1	0.94
3933	P1_I1_M1	0.97
3934	P1_I1_M5	0.88
3936	P1_I1_M1	0.78
3938	P1_I1_M2	0.92
3952	P1_I1_M5	0.92
3954	P1_I1_M3	0.81
3959	P1_I1_M5	0.85
3965	P1_I1_M1	0.89
3973	P1_I1_M7	0.8
3975	P1_I1_M4	0.84
3982	P1_I1_M1	0.97
3984	P1_I1_M3	0.82
3986	P1_I1_M1	0.98
3989	P1_I1_M1	0.79
3991	P1_I1_M1	0.98
3992	P1_I1_M1	0.77
3994	P1_I1_M1	0.97
4000	P1_I1_M1	0.95
4001	P1_I1_M1	0.78
4004	P1_I1_M1	0.8
4006	P1_I1_M2	0.87
4009	P1_I1_M1	0.96
4011	P1_I1_M4	0.8
4013	P1_I1_M2	0.89
4021	P1_I1_M1	0.98
